EAN,Producto,Link
7798182770363,"Producto Tenseur HA B5Volumen. Marca Cepage Descripción: Crema gel Anti-Age Rellena y repara arrugas proundas Redensifica y reafirma Antioxidante. Indicaciones: Tenseur HA B5Volumen crema anti-age rellena y repara arrugas profundas Cuidado diario ideal para pieles maduras y envejecidas Redefine los contornos del rostro aportando volumen, firmeza y nutrición Es hidratante y antioxidante. Uso: Aplicar Tenseur HA B5Volumen sobre la piel limpia y seca del rostro, cuello y escote, realizando suaves masajes circulares con la yema de los dedos Para alcanzar efectividad máxima aplicar dos veces al día (mañana y noche) Se recomienda utilizar combinado con Tenseur HA B5Serúm para potenciar el tratamiento anti-edad. Beneficios: Su fórmula contiene activos innovadores, exclusivos y sinérgicos: Matrixyl ® 3000 3% una combinación de péptidos que estimula la producción de colágeno, elastina y Ácido Hialurónico endógeno Revierte el envejecimiento cronológico y retarda el fotoenvecimiento cutáneo Redensifica y reafirma Epidermosil® 3% que combina Silicio Orgánico con Ácido Hialurónico de bajo peso molecular potenciado con Ácido Hialurónico 0,% de alto peso molecular El dúo de Ácidos Hialurónicos rellena e hidrata 24hroas El Silicio Orgánico estimula la producción de colágeno, favorece la proliferación celular, tiene un efecto anti-estrés y anti-fatiga Contiene además Vitamina B5que repara y protege la piel Estimula la regeneración y la resistencia de la piel Gracias a nuestros exclusivos Polifenoles de UVA posee además un alto efecto antioxidante Mejora el estado general de la piel Aporta volumen, firmeza y redefine el contorno facial. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; dermocosmética; tenseur; anti; edad. Presentación Airless x 30gr. Dimensiones 40mm x 33mm x 150mm. Peso 63gr.",
7798182770233,"Producto Filtres Fluide 50+. Marca Cepage Descripción: Fotoprotector Fluído Protección muy alta. Indicaciones: Fotoprotección diaria contra rayos UVB/UVA, para pieles extremadamente sensibles a la quemadura solar. Uso: Aplicar abundantemente 30minutos antes de la exposición al sol Reaplicar cada 2horas y/o luego de la sudoración intensa, nadar o bañarse, secarse con toalla y durante la exposición al sol Si la cantidad aplicada no es adecuada, el nivel de protección será significativamente reducido Es necesaria la reaplicación del producto para mantener su efectividad. Beneficios: Aquaxyl Hidratante ultifuncional Sepicalm S calmante Filtros UVA/UVB garantiza una protección óptima Previene el envejecimiento prematuro provocado por la acción de los rayos solares, protegiendo la piel del riesgo del daño celular Textura ultraligera y de rápida absorción. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; protección solar; dermocosmética; filtres. Presentación Spray x 50ml. Dimensiones 50mm x 40mm x 130mm. Peso 87gr.",
7798182770264,"Producto Filtres Fluide Color 50+. Marca Cepage Descripción: Fotoprotector Fluído Protección muy alta. Indicaciones: Fotoprotección diaria contra rayos UVB/UVA, para pieles extremadamente sensibles a la quemadura solar. Uso: Agitar vigorosamente antes de usar Aplicar generosamente sobre la piel limpia y seca, 30minutos antes de la exposición al sol Repetir la aplicación cada 2horas durante la exposición al sol y renovarla luego del contacto con el agua y/o sudoración intensa, y después de secarse con toalla Si la cantidad aplicada no es adecuada, el nivel de protección será significativamente reducido Es necesaria la reaplicación del producto para mantener su efectividad. Beneficios: Filtros UVA/UVB garantiza una protección óptima Previene el envejecimiento prematuro provocado por la acción de los rayos solares, protegiendo la piel del riesgo del daño celular Textura ultraligera y de rápida absorción, con color. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; protección solar; dermocosmética; filtres. Presentación 50ml. Dimensiones 50mm x 40mm x 130mm. Peso 87gr.",
7798182770394,"Producto Filtres Fluide Toucher Sec 50+. Marca Cepage Descripción: Fotoprotector Toque Seco FPS 50+. Indicaciones: Fotoprotección diaria contra rayos UVB/UVA, para pieles extremadamente sensibles a la quemadura solar Crema fluída, acabado mate y toque seco Formula oil-free, controla y reduce la oleosidad de la piel. Uso: Aplicar abundantemente 30minutos antes de la exposición al sol Repetir la aplicación cada dos horas y/o luego del contacto con el agua o sudoración intensa, nadar o bañarse, secarse con toalla y durante la exposición al sol Si la cantidad aplicada no es adecuada, el nivel de protección será significativamente reducido Es necesaria la reaplicación del producto para mantener su efectividad. Beneficios: Garantiza una protección óptima Previene el envejecimiento prematuro de la piel y las manchas provocadas por la acción de los rayos solares Textura ultra ligera y de rápida absorción Acabado mate (anti-brillo). Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; protección solar; dermocosmética; filtres. Presentación 50gr. Dimensiones 50mm x 40mm x 130mm. Peso 87gr.",
7798182771100,"Producto Capillaire Max Champú Anticaída. Marca Cepage Descripción: Champú coadyuvante en el tratamiento de la caída del cabello. Indicaciones: Fórmula que limpia y estimula el crecimiento y fortalece la fibra capilar. Uso: Aplicar en el cuero cabelludo, masajear suavemente con la yema de los dedos Dejar actuar unos minutos y enjuagar con abundante agua Utilizar dos a tres veces por semana. Beneficios: Su fórmula contiene Aminexil: Componente anti-caída Promueve fibras fuertes y resistentes El extracto de ortiga junto con la phytoqueratina, la vitamina E y los polifenoles de uva mejoran la microcirculación del cuero cabelludo y revitaliza la fibra del cabello, estimulando su crecimiento. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; cuidado capilar; dermocosmética; capillaire. Presentación 90ml.",
7798182771117,"Producto Capillaire Champú Caspa G. Marca Cepage Descripción: Champú coadyuvante en el tratamiento de la caspa Seborregulador. Indicaciones: Fórmula que limpia y controla oleosidad y caspa. Uso: Aplicar en el cuero cabelludo, masajear suavemente con la yema de los dedos Dejar actuar unos minutos y enjuagar con abundante agua Utilizar dos a tres veces por semana. Beneficios: Su fórmula contiene Piroctone Olamine: Componente anti-caspa La asociación de ácido salicílico y tea tree oil seborregula, alivia la picazón y deja el cabello suave, hidratado y brillante Además, contiene polifenoles de uva. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; cuidado capilar; dermocosmética; capillaire. Presentación 90ml.",
7798182770387,"Producto Capillaire Max Loción Anticaída. Marca Cepage Descripción: Spray sin enjuague Coadyuvante en el tratamiento de la caída del cabello. Indicaciones: Fórmula que estimula el crecimiento del cabello, a la vez que restaura su estructura, aportando fuerza y resistencia a la fibra capilar. Uso: Producto de uso diario Aplicar en el cuero cabelludo una vez al día Masajear suavemente con la yema de los dedos No enjuagar No deja película oleosa Se recomienda el uso sobre cabello húmedo, recién lavado Complementar el tratamiento con Shampoo tratante CÉPAGE Champú Anticaída. Beneficios: Aminexil 2% Pantotenato de Calcio Arginina %. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; cuidado capilar; dermocosmética; capillaire. Presentación spray x 20ml. Dimensiones 50mm x 50mm x 190mm. Peso 165gr.",
7798182770639,"Producto Capillaire Max Acide Aminé. Marca Cepage Descripción: Suplemento dietario en comprimidos recubiertos Fortalecedor y protector de cabello y uñas. Indicaciones: Coadyuvante en el tratamiento de la caída del cabello y de las uñas frágiles y quebradizas Mejora el aspecto general de la piel. Uso: Tratamiento de 30comprimidos Tomar un comprimido recubierto por día. Beneficios: Coadyuvante en el tratamiento de la caída del cabello y de las uñas frágiles y quebradizas Mejora el aspecto general de la piel L-CISTINA: Es el aminoácido más importante presente en el cabello y uñas Activa los procesos de queratinización, fortaleciendo y protegiendo su crecimiento BIOTINA: Vitamina que mejora el crecimiento y aspecto del cabello, uñas y piel ZINC: Mineral que promueve el crecimiento del cabello y restaura su salud Tiene además un efecto antioxidante, ya que retarda los procesos de envejecimiento de la piel, cabello y uñas PANTONETATO DE CALCIO: Vitamina B5 Necesaria para la correcta utilización de los hidratos de carbono, las proteínas y lípidos, para lograr un cabello sano y fuerte Protege, recupera y repara cabello y uñas dañadas VITAMINA B6: Vitamina hidrosoluble esencial para la síntesis de las proteínas, entre ellas, las del cabello, piel y uñas Es necesaria para lograr la absorción del Zinc y la L-Cistina. Keywords: cuidado capilar; dermocosmética; capillaire. Presentación 30comprimidos recubiertos. Dimensiones 70mm x 30mm x 95mm. Peso 38gr.",
7798182770721,"Producto Répaphénol Corps. Marca Cepage Descripción: Crema corporal ultra hidratante Nutre y protege. Indicaciones: Crema reparadora ultra hidratante para el cuerpo Indicada para pieles deshidratadas; secas y muy secas Textura suave, emoliente y de rápida absorción. Uso: Aplicar una o dos veces al día con un ligero masaje sobre la piel limpia hasta su completa absorción. Beneficios: Répaphénol Corps proporciona ultra hidratación de forma duradera, gracias a la acción hidratante de la Urea y su asociación con Pentavitin®; un ingrediente 00% natural que garantiza una hidratación instantánea y profunda generando una reserva de humedad que dura 72horas Su fórmula, además, aporta lípidos como el Aceite de Jojoba, que restauran y refuerzan el film hidrolipídico y protector de la piel, formando una barrera protectora y manteniéndola hidratada por más tiempo Contiene Vitamina A y E que nutren y estimulan la producción de Colágeno, combinadas con nuestros exclusivos Polifenoles de UVA que poseen una acción antioxidante El ácido láctico actúa como renovador celular y mejora la textura y superficie de la piel. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; cuidado corporal; dermocosmética; hidratación; répaphénol. Presentación Pomo x 200g. Dimensiones 80mm x 50mm x 185mm. Peso 248gr.",
7798182770226,"Producto Répaphénol Pieds. Marca Cepage Descripción: Gel hidratante y reparador Pies secos, ásperos y agrietados. Indicaciones: Gel hidratante y reparador para pies secos con asperezas, rugosidades y engrosamiento de la piel. Uso: Aplicar sobre la piel limpia y seca tantas veces como sea necesario Insistir en las zonas más afectadas. Beneficios: Répaphénol Pieds es ideal para hidratar, nutrir y regenerar la piel seca de los pies, mejorando su aspecto y evitando que se formen grietas y durezas La Vitamina B5restaura eficazmente la función de barrera de la piel, estimulando la regeneración de los tejidos y mejorando así el índice de hidratación Además es rica en Urea, Manteca de Karité y Alantoína, que poseen virtudes hidratantes, suavizantes y calmantes, previniendo que se reinstale la sequedad El ácido hialurónico y el ácido láctico poseen un alto poder reparador, estimulando la regeneración de los tejidos, y ayudando a eliminar las rugosidades y engrosamientos de la piel de los pies y de los talones Gracias a nuestros exclusivos Polifenoles de UVA y a la vitamina E contiene propiedades antioxidantes. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; cuidado corporal; dermocosmética; hidratación; répaphénol. Presentación Pomo x 70g. Dimensiones 50mm x 40mm x 150mm. Peso 95gr.",
7798182770707,"Producto Répaphénol Mains. Marca Cepage Descripción: Crema reparadora Manos secas y maltratadas Hidrata, nutre y protégé. Indicaciones: Crema reparadora e hidratante para manos, incluso aquellas sometidas a agresiones diarias extremas Hidrata, nutre y protege la piel Textura suave y de rápida absorción. Uso: Aplicar sobre la piel y masajear hasta su total absorción, tantas veces como sea necesario. Beneficios: Repara y nutre la piel maltratada de las manos expuestas a agresiones frecuentes Fortalece la película hidrolipídica; refuerza su función biológica de barrera natural La acción de la urea junto con la manteca de karité y la queratina, se sinergizan para brindar ultra hidratación y nutrición a la piel de las manos Se suman propiedades antioxidantes y protectoras de la Vitamina E y los polifenoles de UVA, que proporcio una combinación perfecta para la prevención del envejecimiento, el bienestar y la belleza. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; cuidado corporal; dermocosmética; hidratación; répaphénol. Presentación Pomo x 50g. Dimensiones 125mm x 48mm x 128mm. Peso 73gr.",
7798182771186,"Producto Répaphénol Corps. Marca Cepage Descripción: Crema corporal ultra hidratante Nutre y protege. Indicaciones: Crema reparadora ultra hidratante para el cuerpo Indicada para pieles deshidratadas; secas y muy secas Textura suave, emoliente y de rápida absorción. Uso: Aplicar una o dos veces al día con un ligero masaje sobre la piel limpia hasta su completa absorción. Beneficios: Répaphénol Corps proporciona ultra hidratación de forma duradera, gracias a la acción hidratante de la Urea y su asociación con Pentavitin®; un ingrediente 00% natural que garantiza una hidratación instantánea y profunda generando una reserva de humedad que dura 72horas Su fórmula, además, aporta lípidos como el Aceite de Jojoba, que restauran y refuerzan el film hidrolipídico y protector de la piel, formando una barrera protectora y manteniéndola hidratada por más tiempo Contiene Vitamina A y E que nutren y estimulan la producción de Colágeno, combinadas con nuestros exclusivos Polifenoles de UVA que poseen una acción antioxidante El ácido láctico actúa como renovador celular y mejora la textura y superficie de la piel. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; cuidado corporal; dermocosmética; hidratación; répaphénol. Presentación Botella x 450g.",
7798182770172,"Producto Atophén Lèvres. Marca Cepage Descripción: Bálsamo hidratante y reparador para labios secos y agrietados. Indicaciones: Atophén Lèvres es un bálsamo hidratante y reparador para labios secos y agrietados. Uso: Aplicar en los labios tantas veces como sea necesario. Beneficios: Atophén Lèvres está especialmente formulado con una asociación de Manteca de Karite, Manteca de Cacao y aceites vegetales que protegen y reparan labios dañados y secos Su textura placentera se funde en los labios dejándolos humectados Posee un alto efecto antioxidante gracias a nuestros Polifenoles de Uva. Keywords: piel seca e intolerante; dermocosmética; hipoalergénico; hidratación; atophén. Presentación Labial x 4g. Dimensiones 28mm x 22mm x 90mm. Peso 18gr.",
7798182771247,"Producto Atophén LN. Marca Cepage Descripción: Loción limpiadora Limpia, desmaquilla y calma Pieles intolerantes. Indicaciones: Limpia, calma, desmaquilla y suaviza las pieles intolerantes, sensibles y/o reactivas. Uso: Aplicar con un algodón humedecido sobre todo el rostro Limpiar y/o desmaquillar la cara y los ojos con suavidad Repetir la aplicación hasta que el algodón salga limpio y secar la cara suavemente sin frotar, con una toalla limpia Con o sin enjuague No frotar. Beneficios: Atophen LN está especialmente formulada con una asociación sinérgica de activos limpiadores, hidratantes y calmantes para pieles intolerantes y sensibles Manitol y Xilitol son activos hidratantes y calmantes Oligovita™ es un activo vegetal compuesto por L-Arginina, Maca y jengibre que proporciona oligoelementos vitales para la piel Pentavitin® es un ingrediente 00 % natural que garantiza una hidratación instantánea y profunda generando una reserva de humedad por 72horas; mejora la hidratación de las células epidérmicas y refuerza el efecto barrera de la piel Posee un alto efecto antioxidante gracias a nuestros exclusivos Polifenoles de UVA Limpia suavemente, sin resecar y sin irritar la piel reactiva o alérgica Proporciona una sensación de frescura y suavidad. Keywords: hipoalergénica sin fragancia sin parabenos clínica y dermatológicamente testeado cruelty free; piel seca e intolerante; dermocosmética; limpieza; atophén. Presentación Envase x 245ml. Dimensiones 60mm x 55mm x 145mm. Peso 265gr.",
7798182770295,"Producto Atophén Riche. Marca Cepage Descripción: Crema hidratante, nutritiva y reparadora Calma, protege e hidrata Pieles intolerantes. Indicaciones: Atophén Riche es una crema hidratante, nutritiva y reparadora de larga duración para pieles secas, intolerantes, sensibles y/o reactivas Alivia la tirantez, picor, enrojecimiento y resequedad Protégé a la piel del daño producido por l luz azul y la polución. Uso: Aplicar Atophén Riche sobre la piel limpia y seca del rostro, cuello y escote Colocar sobre la piel realizando suavesmasajes circulares con la yema de los dedos Par alcanzar efectividad máxima aplicar 2veces al día (mañana y noche), o tantas veces como sea necesario. Beneficios: Atophén Riche está especialmente formulada con una asociación sinérgica de activos hidratantes, nutritivos y reparadores para pieles secas, sensibles e intolerantes Vitamina B3 (Niacinamida); Protege a la piel del daño produicido por la luz azul y la polución urbana, reduciendo la sensibilidad de la misma Unifica el tono de la piel y mejora su textura Efecto anti-stress Vitamina B5 (D Pantenol); Suaviza y calma la piel sensible e irritada y alivia picores, rojeces e inflamación Repara la barrera cutanea y colabora en la cicatrización Lipomoist™ es un film molecular que asegura ultrahidratación por 24horas Ácido Hialurónico molécula de referencia en hidratación y relleno de pequeñas líneas de expresión Omega Max™ concentrado de óleos ricos en ácidos grasos esenciales, fuente de Omega 3, 6, 7, 9y Vitamina E, asociado al Aceite de Jojoba relipidizan las pieles secas Posee ademas un alto efecto antioxidante gracias a nuestros exclusivos Polifenoles de UVA Con el uso regular la pie seca, sensible e intolerante estará protegida de agresiones internas y externas, hidratada y confortable. Keywords: hipoalergénica sin fragancia sin parabenos clínica y dermatológicamente testeado cruelty free; piel seca e intolerante; dermocosmética; hidratación; atophén. Presentación Pomo x 50g. Dimensiones 46mm x 40mm x 141mm. Peso 72gr.",
7798182770844,"Producto Atophén Fluide. Marca Cepage Descripción: Emulsión fluida Hidratante y reparadora Calma protégé e hidrata Pieles intolerantes. Indicaciones: Atophén Fluide es una emulsión fluida especialmente formulada para pieles intolerantes, sensibles y/o reactivas Calma la piel sensible e irritada aliviando picores e inflamación y la protege de la luz azul y la polución urbana Reduce la sensibilidad y mejora el aspecto general de la piel. Uso: Aplicar Atophén Fluide sobre la piel limpia y seca del rostro, cuello y escote Colocar sobre la piel realizando suaves masajes circulares con la yema de los dedos Para alcanzar efectividad máxima aplicar dos veces al día (mañana y noche). Beneficios: Atophén Fluide está especialmente formulada con una asociación sinérgica de activos hidratantes, calmantes y reparadores para pieles sensibles e intolerantes Vitamina B3 (Niacinamida); Protege a la piel de la luz azul y la polución urbana, reduciendo la sensibilidad de la misma Unifica el tono de la piel y mejora su textura Efecto Anti-stress Vitamina B5 (D Pantenol); Suaviza y calma la piel sensible e irritada y alivia picores, rojeces e inflamación Reparara la barrera cutánea y colabora en la cicatrización Lipomoist™ es un film molecular que asegura ultra hidratación por 24horas Ácido Hialurónico molécula de referencia en hidratación y relleno de pequeñas líneas de expresión Posee además, un alto efecto antioxidante gracias a nuestros exclusivos Polifenoles de UVA Con el uso regular la piel sensible e intolerate estará protegida de agresiones internas y externas, hidratada y confortable. Keywords: hipoalergénica sin fragancia sin parabenos clínica y dermatológicamente testeado cruelty free; piel seca e intolerante; dermocosmética; hidratación; atophén. Presentación Pomo x 50g. Dimensiones 46mm x 40mm x 141mm. Peso 72gr.",
7798182771285,"Producto Atophén Baumé. Marca Cepage Descripción: Bálsamo ultra emoliente Hidrata, nutre y protege Pieles secas y/o con tendencia atópica. Indicaciones: Atophén Baume es un Bálsamo extra rico especialmente formulado para pieles secas, muy secas y/o con tendencia atópica Relipidiza, hidrata y calma Alivia la tirantez, picor, enrojecimiento y resequedad Ayuda a reparar y reforzar la barrera cutánea. Uso: Aplicar Atophén Baume sobre la piel limpia y seca del rostro y/o cuerpo Para alcanzar efectividad máxima aplicar mínimo, dos veces al día. Beneficios: . Keywords: dermatológicamente y bajo control pediátrico; sin fragancia testeado clínica; hipoalergénico sin parabenos; piel seca e intolerante; dermocosmética; hidratación; atophén. Presentación Pomo x 200g.",
7798182771018,"Producto Cicanol Stries. Marca Cepage Descripción: Crema reafirmante Anti-Estrías. Indicaciones: Cicanol Stries es una crema reafirmante y regeneradora Controla y ayuda a prevenir las estrías rosadas. Uso: Aplicar Cicanol Stries dos veces al día con ligeros movimientos circulares sobre las zonas afectadas y a prevenir. Beneficios: Cicanol Stries es una crema para la prevención y cuidado de estrias incipientesSu formula contiene Vitamina A 250000UI: favorece la correcta cicatrización Promueve la elasticidad y suavidad de la piel Estimula la renovación celular Ademas, la asociación de Alantoína, Colágeno y Manteca de Karité regenera, hidrata y alivia la tirantez Posee un alto efecto antioxidante gracias a la asociación de Vitamina E y Polifenoles de UVA La piel se vuelve mas tersa y elástica, consiguiendo así un aspecto saludable. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; dermocosmética; piel dañada; cicanol. Presentación Pomo x 20g.",
7798182770257,"Producto Cicanol QD. Marca Cepage Descripción: Gel reparador epidérmico. Indicaciones: Colabora en la reparación de la piel lesionada, irritada y agrietada. Uso: Aplicar una o dos veces al día, una capa fina sobre el área afectada, limpia y seca Esperar que seque Para un mayor efecto, el área debe estar cubierta las 24horas Se recomienda utilizar durante 60-90días. Beneficios: La fórmula de Cicanol QD está desarrollada para mejorar la apariencia cosmética de la piel, creando un ambioente óptimo para la regeneración de las fibras de colágeno Ayuda a desvanecer las marcas de la piel, como cicatrices y lesiones, gracias a sus exclusivos coponentes, manteniéndola protegida e hidratada Formulado para su uso en adultos, niños y bebés a partir de los 6meses de edad. Keywords: testeado clínica y dermatológicamente y bajo control pediátrico; dermocosmética; hipoalergénico; sin parabenos; no irritante; piel dañada; cicanol. Presentación Pomo cánula x 5g. Dimensiones 30mm x 25mm x 110mm. Peso 25gr.",
7798182770646,"Producto Cicanol QD Spray. Marca Cepage Descripción: Gel de siliconas en aerosol Reparador epidérmico Diseñado para aplicar en cicatrices. Indicaciones: Gel de silicona de fórmula avanzada que ayuda a mejorar la apariencia de cicatrices Colabora en la reparación de la piel lesionada, irritada y agrietada. Uso: Agitar antes de usar Presionar el pico del spray dirigiendo la finísima nube a la zona deseada, manteniendo el envase a 30o 40centímetros de la piel durante unos segundos Aplicar una o dos veces al día, una capa fina sobre el área afectada, limpia y seca Esperar a que seque Para un mayor efecto, el área debe estar cubierta las 24horas Se recomienda utilizar durante 60/90días Su exclusiva válvula permite utilizar el spray de forma normal o invertida (con el pulsador apuntando hacia abajo). Beneficios: Cicanol QD Spray es un gel transparente auto secante formulado especialmente para aplicar en cicatrices; Tales como las producidas en intervenciones quirúrgicas, quemaduras, acné y/o estrías Actúa formando una película hidrorrepelente que aísla la pie de la humedad y de los agentes externos irritantes No obstante, no afecta la respiración normal cutánea Alivia la picazón, el disconfort general de la piel, a la vez que aplana, ablanda y suaviza las cicatrices Su exclusiva válvula permite utilizar el spray de forma normal o invertida garantizando una fácil y práctica aplicación del producto Para evitar la formación de cicatrices queloides, se sugiere utilizar tan pronto se cierre la herida o después de la retirada de suturas; Como complemento de distintos tratamientos dermatológicos. Keywords: testeado clínica y dermatológicamente; dermocosmética; hipoalergénico; sin parabenos; no irritante; piel dañada; cicanol. Presentación Aerosol 75ml. Dimensiones 40mm x 40mm x 170mm. Peso 88gr.",
7798182770240,"Producto Ongles. Marca Cepage Descripción: Fortalecedor ungueal Uñas frágiles y quebradizas. Indicaciones: Fortalecedor para uñas frágiles y quebradizas. Uso: Aplicar diariamente, preferentemente por la noche, sobre las uñas limpias y secas Esperar unos minutos a que el producto se seque, ya que es hidrosoluble Para un resultado óptimo, extender la aplicación durante al menos tres meses. Beneficios: Establece una barrera protectora sobre las agresiones externas que afectan la estructura de las uñas, proporciodo una hidratación intensa, evitando que se sequen y quiebren Su fórmula contiene hierbas ricas en silicatos, esenciales para la remineralización ungueal desde la base De esta forma, la superficie de la uña se vuelve progresivamente menos frágil y más suave Invisible y sin olor Favorece la apariencia y crecimiento de la uña. Keywords: dermocosmética; hipoalergénico; fortalecedora; ongles; uñas. Presentación 4ml. Dimensiones 75mm x 26mm x 80mm. Peso 31gr.",
7798182771032,"Producto Renovateurs Glicólico 0. Marca Cepage Descripción: Sérum renovador de Glicolico al 0% - pH 3,5. Indicaciones: Sérum facial de ácido glicólico al 0% a pH 3,5 Tiene efecto peeling Exfolia la superﬁcie de la piel, ayudando a suavizar su textura y a fomentar el proceso de renovación cutánea. Uso: Aplicar sobre la piel limpia y seca del rostro, cuello y escote por la noche Si la piel nunca utilizó ácidos se puede comenzar con un tratamiento prograsivo y alternado de a 3veces por semana En caso de ardor o irritacion prolongada, espaciar o suspender su uso Utilizar FPS 50+. Beneficios: El ácido glicólico tiene la molécula más pequeña de todos los AHAs (alfa hidroxiácidos) lo que le permite una penetración más profunda y rápida Esta capacidad lo hace más efectivo como exfoliante Su fórmula contiene bisabolol para ayudar a disminuir la irritación, si la hubiera Estimula el proceso de renovación celular cutánea Mejora la hidratación y elasticidad Aporta luminosidad y brillo Unifica el tono y contribuye a difuminar manchas Retexturiza y mejora la superficie de la piel Atenúa arrugas y líneas de expresión. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; renovación celular; dermocosmética; renovateurs; ácidos. Presentación Gotero 30ml.",
7798182771056,"Producto Renovateurs Mandélico 0. Marca Cepage Descripción: Sérum renovador de Mandélico al 0% - pH 3,5. Indicaciones: Sérum facial de ácido mandélico al 0% a pH 3,5 Tiene efecto peeling Exfolia la superﬁcie de la piel, ayudando a suavizar su textura y a fomentar el proceso de renovación cutánea Ideal para pieles sensibles y con tendencia al acné. Uso: Aplicar sobre la piel limpia y seca del rostro, cuello y escote por la noche Si la piel nunca utilizó ácidos se puede comenzar con un tratamiento progresivo y alternado de a 3veces por semana En caso de ardor o irritacion prolongada, espaciar o suspender su uso Utilizar FPS 50+. Beneficios: El ácido mandélico tiene la molécula más grande de todos los AHAs (alfa hidroxiácidos) lo que le permite una penetración más lenta en la piel Esta capacidad lo hace más adecuado para pieles sensibles Su fórmula contiene bisabolol para ayudar a disminuir la irritación, si la hubiera Estimula el proceso de renovación celular cutánea Unifica el tono y contribuye a atenuar manchas Mejora y previene el acné Retexturiza y mejora la superficie de la piel Reduce las líneas de expresión. Keywords: hipoalergénica sin parabenos clínica y dermatológicamente testeado cruelty free; renovación celular; dermocosmética; renovateurs; ácidos. Presentación Gotero 30ml.",
7798182771209,"Producto Renovateurs Glicólico 5. Marca Cepage Descripción: Crema renovadora de Glicólico al 5% - pH 3,5. Indicaciones: Crema facial de ácido glicólico al 5% a pH 3,5 Tiene efecto peeling Exfolia e hidrata la superﬁcie de la piel, ayudando a suavizar su textura y a fomentar el proceso de renovación cutánea. Uso: Aplicar sobre la piel limpia y seca del rostro, cuello y escote por la noche Si la piel nunca utilizó ácidos se puede comenzar con un tratamiento progresivo y alternado de a 3veces por semana En caso de ardor o irritacion prolongada, espaciar o suspender su uso Utilizar FPS 50+. Beneficios: Renovateurs Glicólico 5es una crema facial, formulada con un 5% de ácido glicólico (pH 3,5) El ácido glicólico tiene la molécula más pequeña de todos los AHAs (alfa hidroxiácidos) lo que le permite una penetración más profunda y rápida Esta capacidad lo hace más efectivo como exfoliante Su concentración moderada al 5% y la asociación con Lipomoist™ le confieren un alto poder hidratante Su fórmula contiene, además, bisabolol para ayudar a disminuir la irritación, si la hubiera Estimula el proceso de renovación celular cutánea Hidrata y mejora la elasticidad Aporta luminosidad y brillo Unifica el tono y contribuye a difuminar manchas Retexturiza y mejora la superficie de la piel Atenúa arrugas y líneas de expresión. Keywords: sin fragancia clínica y dermatológicamente testeado; renovación celular; dermocosmética; renovateurs; ácidos. Presentación Frasco 50g.",
