CATEGORIA ,EAN,MARCA ,FRANQUICIA ,TITULO  ,TIPO DE PRODUCTO ,DESCRIPCION CORTA ,DESCRIPCIÓN LARGA,INFO ADICIONAL,PRESENTACION/ COMPOSICION ,BENEFICIO 1,BENEFICIO 2,BENEFICIO 3,MODO DE APLICACIÓN,CROSSELLING,KEY WORD PARA SEARCH,HIPOALERGENICO,TIPO DE PIEL,EJE,CODIGO HEXA,Pack Size,Pack Size UOM
MAKE UP ,3600531665982,MNY ,Instant Age Rewind Eraser,Instant Age Rewind Eraser Britto Corrector multiuso,Corrector,"Instant Age Rewind, corrector que cubre ojeras, corrige y contornea. Hasta 12 horas de cobertura hidratante. Edición limitada con diseños de Romero Britto.",,,,"Obtén un look perfectamente natural con Instant Age Rewind su cobertura alta y ligera oculta ojeras, elimina imperfecciones y arrugas ligeras, contornea, hidrata e ilumina tu rostro hasta 12 horas.",0,,"Paso 1. Girá en dirección como indican las flechas hasta que el producto aparezca en la esponja (puede que tome varios giros al usarla por  primera vez) . Paso 2. Aplicate el producto directamente en el rostro con ayuda de la esponja del producto y difuminalo.  Paso 3. Aunque el aplicador está protegido con un sistema antimicrobiótico, se recomienda limpiarlo: retirar el exceso del producto con un pañuelo desechable y seco únicamente. No mojes el aplicador.",3600531666002; 3600531665968; 3600531665975; 3600531665982; 3600531665999; 3600531666019,Maybelline; Meibelin; maybeline;Corrector; anti ojeras; antiojeras; base de ojos; eraser,0,Todo tipo de piel,Rostro,0,6.8,ml
MAKE UP ,3600531665999,MNY ,Instant Age Rewind Eraser,Instant Age Rewind Eraser Britto Corrector multiuso,Corrector,"Instant Age Rewind, corrector que cubre ojeras, corrige y contornea. Hasta 12 horas de cobertura hidratante. Edición limitada con diseños de Romero Britto.",,,,"Obtén un look perfectamente natural con Instant Age Rewind su cobertura alta y ligera oculta ojeras, elimina imperfecciones y arrugas ligeras, contornea, hidrata e ilumina tu rostro hasta 12 horas.",0,,"Paso 1. Girá en dirección como indican las flechas hasta que el producto aparezca en la esponja (puede que tome varios giros al usarla por  primera vez) . Paso 2. Aplicate el producto directamente en el rostro con ayuda de la esponja del producto y difuminalo.  Paso 3. Aunque el aplicador está protegido con un sistema antimicrobiótico, se recomienda limpiarlo: retirar el exceso del producto con un pañuelo desechable y seco únicamente. No mojes el aplicador.",3600531666002; 3600531665968; 3600531665975; 3600531665982; 3600531665999; 3600531666019,Maybelline; Meibelin; maybeline;Corrector; anti ojeras; antiojeras; base de ojos; eraser,0,Todo tipo de piel,Rostro,0,6.8,ml
MAKE UP ,3600531666019,MNY ,Instant Age Rewind Eraser,Instant Age Rewind Eraser Britto Corrector multiuso,Corrector,"Instant Age Rewind, corrector que cubre ojeras, corrige y contornea. Hasta 12 horas de cobertura hidratante. Edición limitada con diseños de Romero Britto.",,,,"Obtén un look perfectamente natural con Instant Age Rewind su cobertura alta y ligera oculta ojeras, elimina imperfecciones y arrugas ligeras, contornea, hidrata e ilumina tu rostro hasta 12 horas.",0,,"Paso 1. Girá en dirección como indican las flechas hasta que el producto aparezca en la esponja (puede que tome varios giros al usarla por  primera vez) . Paso 2. Aplicate el producto directamente en el rostro con ayuda de la esponja del producto y difuminalo.  Paso 3. Aunque el aplicador está protegido con un sistema antimicrobiótico, se recomienda limpiarlo: retirar el exceso del producto con un pañuelo desechable y seco únicamente. No mojes el aplicador.",3600531666002; 3600531665968; 3600531665975; 3600531665982; 3600531665999; 3600531666019,Maybelline; Meibelin; maybeline;Corrector; anti ojeras; antiojeras; base de ojos; eraser,0,Todo tipo de piel,Rostro,0,6.8,ml
MAKE UP ,,MNY ,,,,,,,,,,,,,,,,,,,
MAKE UP ,41554459722,MNY ,Color Sensational,Color Sensational Vivid Matte Liquid,Labial líquido,"¡Los mates más vívidos! Color Sensational Vivid Matte Liquid, de Maybelline. Labial líquido con acabado mate y pigmentos saturados.",,,,Colores saturados,Acabado mate,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,41554459753,MNY ,Color Sensational,Color Sensational Vivid Matte Liquid,Labial líquido,"¡Los mates más vívidos! Color Sensational Vivid Matte Liquid, de Maybelline. Labial líquido con acabado mate y pigmentos saturados.",,,,Colores saturados,Acabado mate,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,41554459739,MNY ,Color Sensational,Color Sensational Vivid Matte Liquid,Labial líquido,"¡Los mates más vívidos! Color Sensational Vivid Matte Liquid, de Maybelline. Labial líquido con acabado mate y pigmentos saturados.",,,,Colores saturados,Acabado mate,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,41554459760,MNY ,Color Sensational,Color Sensational Vivid Matte Liquid,Labial líquido,"¡Los mates más vívidos! Color Sensational Vivid Matte Liquid, de Maybelline. Labial líquido con acabado mate y pigmentos saturados.",,,,Colores saturados,Acabado mate,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,41554459746,MNY ,Color Sensational,Color Sensational Vivid Matte Liquid,Labial líquido,"¡Los mates más vívidos! Color Sensational Vivid Matte Liquid, de Maybelline. Labial líquido con acabado mate y pigmentos saturados.",,,,Colores saturados,Acabado mate,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,3600530391271,MNY ,SuperStay 24hs,SuperStay 24hs,Labial,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.",,,,Larga duración ,"No se cuartea, no se desvanece y no se reseca",,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,2.3,ml
MAKE UP ,3600530348244,MNY ,SuperStay 24hs,SuperStay 24hs,Labial,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.",,,,Larga duración ,"No se cuartea, no se desvanece y no se reseca",,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,2.3,ml
MAKE UP ,3600530348268,MNY ,SuperStay 24hs,SuperStay 24hs,Labial,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.",,,,Larga duración ,"No se cuartea, no se desvanece y no se reseca",,"Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,2.3,ml
MAKE UP ,3600530391288,MNY ,SuperStay 24hs,SuperStay 24hs,Labial,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.",,,,Larga duración ,"No se cuartea, no se desvanece y no se reseca",,"Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,2.3,ml
MAKE UP ,3600530371839,MNY ,SuperStay 24hs,SuperStay 24hs,Labial,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.",,,,Larga duración ,"No se cuartea, no se desvanece y no se reseca",,"Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,2.3,ml
MAKE UP ,3600530531752,MNY ,SuperStay 24hs,SuperStay 24hs,Labial,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.",,,,Larga duración ,"No se cuartea, no se desvanece y no se reseca",,"Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,2.3,ml
MAKE UP ,3600530371907,MNY ,SuperStay 24hs,SuperStay 24hs,Labial,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.",,,,Larga duración ,"No se cuartea, no se desvanece y no se reseca",,"Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,2.3,ml
MAKE UP ,3600531363857,MNY ,Color Sensational,Color Sensational Matte Nudes,Labial,"¡Con los Color Sensational Matte Nudes, de Maybelline, encontrá tu nude perfecto!",,,,Pigmentos intensos,Hidratación profunda,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,4.2,g
MAKE UP ,3600531363864,MNY ,Color Sensational,Color Sensational Matte Nudes,Labial,"¡Con los Color Sensational Matte Nudes, de Maybelline, encontrá tu nude perfecto!",,,,Pigmentos intensos,Hidratación profunda,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,4.2,g
MAKE UP ,3600531393809,MNY ,Color Sensational,Color Sensational Vivid Hot Lacquer,Labial líquido,"NUEVOS Color Sensational Vivid Hot Lacquer, de Maybelline. Labiales líquidos con pigmentos super saturados y un acabado efecto laca. ",,,,Colores saturados,Efecto laca,,Delineá tus labios comenzando desde el centro del labio superior hacia las comisuras exteriores con trazos suaves siguiendo el contorno de la boca. Siguí la misma técnica para tu labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,3600531393649,MNY ,Color Sensational,Color Sensational Vivid Hot Lacquer,Labial líquido,"NUEVOS Color Sensational Vivid Hot Lacquer, de Maybelline. Labiales líquidos con pigmentos super saturados y un acabado efecto laca. ",,,,Colores saturados,Efecto laca,,Delineá tus labios comenzando desde el centro del labio superior hacia las comisuras exteriores con trazos suaves siguiendo el contorno de la boca. Siguí la misma técnica para tu labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,3600531393854,MNY ,Color Sensational,Color Sensational Vivid Hot Lacquer,Labial líquido,"NUEVOS Color Sensational Vivid Hot Lacquer, de Maybelline. Labiales líquidos con pigmentos super saturados y un acabado efecto laca. ",,,,Colores saturados,Efecto laca,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,3600531393748,MNY ,Color Sensational,Color Sensational Vivid Hot Lacquer,Labial líquido,"NUEVOS Color Sensational Vivid Hot Lacquer, de Maybelline. Labiales líquidos con pigmentos super saturados y un acabado efecto laca. ",,,,Colores saturados,Efecto laca,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,3600531393847,MNY ,Color Sensational,Color Sensational Vivid Hot Lacquer,Labial líquido,"NUEVOS Color Sensational Vivid Hot Lacquer, de Maybelline. Labiales líquidos con pigmentos super saturados y un acabado efecto laca. ",,,,Colores saturados,Efecto laca,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,41554459692,MNY ,Color Sensational,Color Sensational Vivid Matte Liquid,Labial líquido,"¡Los mates más vívidos! Color Sensational Vivid Matte Liquid, de Maybelline. Labial líquido con acabado mate y pigmentos saturados.",,,,Colores saturados,Acabado mate,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,41554459777,MNY ,Color Sensational,Color Sensational Vivid Matte Liquid,Labial líquido,"¡Los mates más vívidos! Color Sensational Vivid Matte Liquid, de Maybelline. Labial líquido con acabado mate y pigmentos saturados.",,,,Colores saturados,Acabado mate,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,41554459784,MNY ,Color Sensational,Color Sensational Vivid Matte Liquid,Labial líquido,"¡Los mates más vívidos! Color Sensational Vivid Matte Liquid, de Maybelline. Labial líquido con acabado mate y pigmentos saturados.",,,,Colores saturados,Acabado mate,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554238679; 41554455595; 41554443493; 41554434866; 41554203363; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,7.7,ml
MAKE UP ,41554494976,MNY ,SuperStay 24hs,Super Stay 24hs,Labial líquido,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.",,,,Larga duración ,"No se cuartea, no se desvanece y no se reseca",,"Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,2.3,ml
MAKE UP ,41554494990,MNY ,SuperStay 24hs,Super Stay 24hs,Labial líquido,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.",,,,Larga duración ,"No se cuartea, no se desvanece y no se reseca",,"Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,2.3,ml
MAKE UP ,3600531411091,MNY ,Super Stay Matte Ink,Super Stay Matte Ink,Labial líquido,"¡Con los NUEVOS Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.",,,,Larga duración ,"Ultra cobertura, no se transfiere",,"Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. Paso 2: Aplicalo por todo el labio inferior.",7790033235816; 41554209556; 41554493719; 41554499742; 7509552806731; 41554203295,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion",0,Todo tipo de piel,Labios,0,4.8,ml
MAKE UP ,3600531411107,MNY ,Super Stay Matte Ink,Super Stay Matte Ink,Labial líquido,"¡Con los NUEVOS Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.",,,,Larga duración ,"Ultra cobertura, no se transfiere",,"Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. Paso 2: Aplicalo por todo el labio inferior.",7790033235816; 41554209556; 41554493719; 41554499742; 7509552806731; 41554203295,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion",0,Todo tipo de piel,Labios,0,4.8,ml
MAKE UP ,3600531411114,MNY ,Super Stay Matte Ink,Super Stay Matte Ink,Labial líquido,"¡Con los NUEVOS Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.",,,,Larga duración ,"Ultra cobertura, no se transfiere",,"Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. Paso 2: Aplicalo por todo el labio inferior.",7790033235816; 41554209556; 41554493719; 41554499742; 7509552806731; 41554203295,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion",0,Todo tipo de piel,Labios,0,4.8,ml
MAKE UP ,3600531411121,MNY ,Super Stay Matte Ink,Super Stay Matte Ink,Labial líquido,"¡Con los NUEVOS Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.",,,,Larga duración ,"Ultra cobertura, no se transfiere",,"Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. Paso 2: Aplicalo por todo el labio inferior.",7790033235816; 41554209556; 41554493719; 41554499742; 7509552806731; 41554203295,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion",0,Todo tipo de piel,Labios,0,4.8,ml
MAKE UP ,3600531411138,MNY ,Super Stay Matte Ink,Super Stay Matte Ink,Labial líquido,"¡Con los NUEVOS Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.",,,,Larga duración ,"Ultra cobertura, no se transfiere",,"Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. Paso 2: Aplicalo por todo el labio inferior.",7790033235816; 41554209556; 41554493719; 41554499742; 7509552806731; 41554203295,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion",0,Todo tipo de piel,Labios,0,4.8,ml
MAKE UP ,3600531411169,MNY ,Super Stay Matte Ink,Super Stay Matte Ink,Labial líquido,"¡Con los NUEVOS Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.",,,,Larga duración ,"Ultra cobertura, no se transfiere",,"Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. Paso 2: Aplicalo por todo el labio inferior.",7790033235816; 41554209556; 41554493719; 41554499742; 7509552806731; 41554203295,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion",0,Todo tipo de piel,Labios,0,4.8,ml
MAKE UP ,3600531411176,MNY ,Super Stay Matte Ink,Super Stay Matte Ink,Labial líquido,"¡Con los NUEVOS Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.",,,,Larga duración ,"Ultra cobertura, no se transfiere",,"Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. Paso 2: Aplicalo por todo el labio inferior.",7790033235816; 41554209556; 41554493719; 41554499742; 7509552806731; 41554203295,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion",0,Todo tipo de piel,Labios,0,4.8,ml
MAKE UP ,3600531352387,MNY ,Color Sensational,Color Sensational Bolds,Labial,Colores HIPER pigmentados para combinarlos con todo!,,,,"Labial matte de textura cremosa con pigmentos recargados, más color en una sola pasada.",0,,Aplicá el labial comenzando en el centro de tu labio superior. Esfúmalo desde el centro hacia el borde de tu labio siguiendo el contorno de tu boca. Repetí la técnica en el labio inferior.,41554198232; 7899026450189; 3600530125104; 3600531393649,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate",0,Todo tipo de piel,Labios,0,4.2,g
