CATEGORIA ,MARCA ,EAN,FRANQUICIA ,SUBFRANQUICIA ,EJE,TITULO ,COLOR ,NUMERO,NOMBRE ,TIPO DE PRODUCTO ,DESCRIPCIÓN LARGA,BENEFICIOS ,MODO DE APLICACIÓN,TIPO DE PIEL,USO ,EFECTO ,HIPOALERGENICO,CROSSELLING,KEY WORD PARA SEARCH,Pack Size,Pack Size UOM,Pack Size UOM
MAKE UP ,MAYBELLINE,30174184,Super Stay,Ink Crayon,LABIOS,Labial Crayon Maybelline Super Stay Ink Crayon Lead The Way ,,15,LEAD THE WAY,Labial Crayón,"Nuevos labiales SuperStay Matte Ink formato crayón. Lápiz labial de color de larga duración: nuestro lápiz labial SuperStay Ink Crayon se desliza fácilmente sobre tus labios y aporta una abundante capa de color mate con control sin esfuerzo, que no se corre y es a prueba de transferencia, que dura hasta 8 horas.","Poseen un acabado matte y de larga duración! La fórmula ultra ligera se adapta a tus labios.Control sin esfuerzo: mantén la gran precisión de la punta con el sacapuntas integrado para que puedas aplicar con facilidad el lápiz labial de color sin importar adónde estés. Póntelo en 1 pasada, sin complicaciones y sin que se corra.","El formato crayón te permite perfilar antes de rellenar dando más volumen a tus labios. Ofrece una precisión sin esfuerzo, incluso en movimiento.",Todo tipo de piel,Día y Noche,Matte,No,"30174191, 30174207, 30174108, 41554543681, 41554543650, 41554080407, 41554583861","Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; delineador de labios, delineador labios, delineador de color, crayon de labios, labial tini; Maquillaje",1133981,g,
MAKE UP ,MAYBELLINE,30174207,Super Stay,Ink Crayon,LABIOS,Labial Crayon Maybelline Super Stay Ink Crayon Stay Exceptional,,25,STAY EXCEPTIONAL,Labial Crayón,"Nuevos labiales SuperStay Matte Ink formato crayón. Lápiz labial de color de larga duración: nuestro lápiz labial SuperStay Ink Crayon se desliza fácilmente sobre tus labios y aporta una abundante capa de color mate con control sin esfuerzo, que no se corre y es a prueba de transferencia, que dura hasta 8 horas.","Poseen un acabado matte y de larga duración! La fórmula ultra ligera se adapta a tus labios.Control sin esfuerzo: mantén la gran precisión de la punta con el sacapuntas integrado para que puedas aplicar con facilidad el lápiz labial de color sin importar adónde estés. Póntelo en 1 pasada, sin complicaciones y sin que se corra.","El formato crayón te permite perfilar antes de rellenar dando más volumen a tus labios. Ofrece una precisión sin esfuerzo, incluso en movimiento.",Todo tipo de piel,Día y Noche,Matte,No,"30174184, 30174191, 30174108, 41554543681, 41554543650, 41554080407, 41554583861","Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; delineador de labios, delineador labios, delineador de color, crayon de labios, labial tini; Maquillaje",1133981,g,
MAKE UP ,MAYBELLINE,3600531578282,Super Stay,24hs,LABIOS,Labial Liquido Maybelline Super Stay 24hs Smile Brightener Tono Frosted Mauve,,850,FROSTED MAUVE,Labial Liquido ,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.","Larga duración. No se cuartea, no se desvanece y no se resecaLa nueva línea Smile Brightener dura hasta por 24HS, no se seca, no pierde su intensidad ni se transfiere!","Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",Todo tipo de piel,Día y Noche,,No,3600531578305; 3600531578268; 41554496949; 41554543698; 41554583892,"Maybelline; Meibelin; maybeline;Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate, superstay, superstey, super stay 24hs; Maquillaje",2.3,ml,
MAKE UP ,MAYBELLINE,41554237948,Super Stay,24hs,LABIOS,Labial Liquido Maybelline Super Stay 24hs Tono 115,,115,Forever Chestnut,Labial Liquido ,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.","Larga duración. No se cuartea, no se desvanece y no se reseca","Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",Todo tipo de piel,Día y Noche,,No,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; maquillaje",2.3,ml,
MAKE UP ,MAYBELLINE,41554335897,Super Stay,24hs,LABIOS,Labial Liquido Maybelline Super Stay 24hs Tono 141,,141,More & More Mocha,Labial Liquido ,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.","Larga duración. No se cuartea, no se desvanece y no se reseca","Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",Todo tipo de piel,Día y Noche,,No,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; maquillaje",2.3,ml,
MAKE UP ,MAYBELLINE,41554494969,Super Stay,24hs,LABIOS,Labial Liquido Maybelline Super Stay 24hs Tono 200,,200,Eternal Cherry,Labial Liquido ,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.","Larga duración. No se cuartea, no se desvanece y no se reseca","Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",Todo tipo de piel,Día y Noche,,No,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; maquillaje",2.3,ml,
MAKE UP ,MAYBELLINE,41554494945,Super Stay,24hs,LABIOS,Labial Liquido Maybelline Super Stay 24hs Tono 215,,215,Pink Goes On,Labial Liquido ,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.","Larga duración. No se cuartea, no se desvanece y no se reseca","Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",Todo tipo de piel,Día y Noche,,No,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; maquillaje",2.3,ml,
MAKE UP ,MAYBELLINE,41554494983,Super Stay,24hs,LABIOS,Labial Liquido Maybelline Super Stay 24hs Tono 220,,220,24/7 Fuchsia,Labial Liquido ,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.","Larga duración. No se cuartea, no se desvanece y no se reseca","Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",Todo tipo de piel,Día y Noche,,No,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; maquillaje",2.3,ml,
MAKE UP ,MAYBELLINE,41554237764,Super Stay,24hs,LABIOS,Labial Liquido Maybelline Super Stay 24hs Tono 25,,25,Keep Up The Flame,Labial Liquido ,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.","Larga duración. No se cuartea, no se desvanece y no se reseca","Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",Todo tipo de piel,Día y Noche,,No,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; maquillaje",2.3,ml,
MAKE UP ,MAYBELLINE,41554237726,Super Stay,24hs,LABIOS,Labial Liquido Maybelline Super Stay 24hs Tono 5,,5,Everlasting Vine,Labial Liquido ,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.","Larga duración. No se cuartea, no se desvanece y no se reseca","Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",Todo tipo de piel,Día y Noche,,No,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; maquillaje",2.3,ml,
MAKE UP ,MAYBELLINE,41554237825,Super Stay,24hs,LABIOS,Labial Liquido Maybelline Super Stay 24hs Tono 55,,55,Perpetual Plum,Labial Liquido ,"Los labiales SuperStay 24hs, de Maybelline, son de laga duración gracias a su tecnología Micro-Flex. Un color de gran impacto en un extremo y un bálsamo humectante en el otro para fijar la humedad y mantener los labios cómodos todo el día.","Larga duración. No se cuartea, no se desvanece y no se reseca","Paso 1: Aplica una capa ligera de color en los labios limpios, y deja que se seque completamente.
Paso 2: Aplica una capa de bálsamo acondicionador para obtener brillo y comodidad.",Todo tipo de piel,Día y Noche,,No,41554209570; 41554481907; 41554459906; 7899026423534; 41554442182; 3600531318949,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; maquillaje",2.3,ml,
MAKE UP ,MAYBELLINE,41554543711,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink Amazonian,,70,AMAZONIAN,Labial Liquido ,"¡Con los labiales Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.","Apto para todo tipo de piel.Larga duración.Ultra cobertura, no se transfiere.","Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. 
Paso 2: Aplicalo por todo el labio inferior.
Paso 3: Deja reposar durante unos minutos para el acabado matte.",Todo tipo de piel,Día y Noche,Matte,No,41554080407; 41554583861; 3600531578282; 41554583908; 3600531578305; 41554583915; 3600531578268; 41554071047; 41554070989,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate, labial supestay matte ink, labial matte ink, labial mateink, labial mate ink, labial mate; Maquillaje",5.0,ml,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?ga=1&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FMAYBELLINE%2FLABIOS%2FSUPERSTAY%2FSUPERSTAY%20MATTE%20INK%2FSUPERSTAY%20MATTE%20INK%2F2%2E%20A%2B%20CONTENT%2F41554543711%20AMAZONIAN&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,MAYBELLINE,41554554489,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink City Artist,,120,CITY ARTIST,Labial Liquido ,"¡Con los labiales Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.","Apto para todo tipo de piel.Larga duración.Ultra cobertura, no se transfiere.","Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. 
Paso 2: Aplicalo por todo el labio inferior.
Paso 3: Deja reposar durante unos minutos para el acabado matte.",Todo tipo de piel,Día y Noche,Matte,No,41554080407; 41554583861; 3600531578282; 41554583908; 3600531578305; 41554583915; 3600531578268; 41554071047; 41554070989,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate, labial supestay matte ink, labial matte ink, labial mateink, labial mate ink, labial mate; Maquillaje",5.0,ml,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?ga=1&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FMAYBELLINE%2FLABIOS%2FSUPERSTAY%2FSUPERSTAY%20MATTE%20INK%2FSUPERSTAY%20MATTE%20INK%2F2%2E%20A%2B%20CONTENT%2F41554554489%20CITY%20ARTIST&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,MAYBELLINE,41554554533,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink City Dancer,,118,CITY DANCER,Labial Liquido ,"¡Con los labiales Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.","Apto para todo tipo de piel.Larga duración.Ultra cobertura, no se transfiere.","Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. 
Paso 2: Aplicalo por todo el labio inferior.
Paso 3: Deja reposar durante unos minutos para el acabado matte.",Todo tipo de piel,Día y Noche,Matte,No,41554080407; 41554583861; 3600531578282; 41554583908; 3600531578305; 41554583915; 3600531578268; 41554071047; 41554070989,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate, labial supestay matte ink, labial matte ink, labial mateink, labial mate ink, labial mate; Maquillaje",5.0,ml,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?ga=1&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FMAYBELLINE%2FLABIOS%2FSUPERSTAY%2FSUPERSTAY%20MATTE%20INK%2FSUPERSTAY%20MATTE%20INK%2F2%2E%20A%2B%20CONTENT%2F41554554533%20CITY%20DANCER&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,MAYBELLINE,41554554472,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink City Founder ,,115,CITY FOUNDER,Labial Liquido ,"¡Con los labiales Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.","Apto para todo tipo de piel.Larga duración.Ultra cobertura, no se transfiere.","Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. 
Paso 2: Aplicalo por todo el labio inferior.
Paso 3: Deja reposar durante unos minutos para el acabado matte.",Todo tipo de piel,Día y Noche,Matte,No,41554080407; 41554583861; 3600531578282; 41554583908; 3600531578305; 41554583915; 3600531578268; 41554071047; 41554070989,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate, labial supestay matte ink, labial matte ink, labial mateink, labial mate ink, labial mate; Maquillaje",5.0,ml,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?ga=1&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FMAYBELLINE%2FLABIOS%2FSUPERSTAY%2FSUPERSTAY%20MATTE%20INK%2FSUPERSTAY%20MATTE%20INK%2F2%2E%20A%2B%20CONTENT%2F41554554472%20CITY%20FOUNDER&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,MAYBELLINE,41554496901,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink Dreamer,,10,Dreamer,Labial Liquido ,"¡Con los labiales Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.","Apto para todo tipo de piel.Larga duración.Ultra cobertura, no se transfiere.","Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. 
Paso 2: Aplicalo por todo el labio inferior.
Paso 3: Deja reposar durante unos minutos para el acabado matte.",Todo tipo de piel,Día y Noche,Matte,No,41554080407; 41554583861; 3600531578282; 41554583908; 3600531578305; 41554583915; 3600531578268; 41554071047; 41554070989,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate, labial supestay matte ink, labial matte ink, labial mateink, labial mate ink, labial mate; Maquillaje",5.0,ml,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?ga=1&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FMAYBELLINE%2FLABIOS%2FSUPERSTAY%2FSUPERSTAY%20MATTE%20INK%2FSUPERSTAY%20MATTE%20INK%2F2%2E%20A%2B%20CONTENT%2F41554496901%20DREAMER&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,MAYBELLINE,41554543698,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink Driver,,55,DRIVER,Labial Liquido ,"¡Con los labiales Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.","Apto para todo tipo de piel.Larga duración.Ultra cobertura, no se transfiere.","Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. 
Paso 2: Aplicalo por todo el labio inferior.
Paso 3: Deja reposar durante unos minutos para el acabado matte.",Todo tipo de piel,Día y Noche,Matte,No,41554080407; 41554583861; 3600531578282; 41554583908; 3600531578305; 41554583915; 3600531578268; 41554071047; 41554070989,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate, labial supestay matte ink, labial matte ink, labial mateink, labial mate ink, labial mate; Maquillaje",5.0,ml,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?ga=1&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FMAYBELLINE%2FLABIOS%2FSUPERSTAY%2FSUPERSTAY%20MATTE%20INK%2FSUPERSTAY%20MATTE%20INK%2F2%2E%20A%2B%20CONTENT%2F41554543698%20DRIVER&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,MAYBELLINE,41554496932,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink Heroine,,25,Heroine,Labial Liquido ,"¡Con los labiales Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.","Apto para todo tipo de piel.Larga duración.Ultra cobertura, no se transfiere.","Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. 
Paso 2: Aplicalo por todo el labio inferior.
Paso 3: Deja reposar durante unos minutos para el acabado matte.",Todo tipo de piel,Día y Noche,Matte,No,41554080407; 41554583861; 3600531578282; 41554583908; 3600531578305; 41554583915; 3600531578268; 41554071047; 41554070989,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate, labial supestay matte ink, labial matte ink, labial mateink, labial mate ink, labial mate; Maquillaje",5.0,ml,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?ga=1&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FMAYBELLINE%2FLABIOS%2FSUPERSTAY%2FSUPERSTAY%20MATTE%20INK%2FSUPERSTAY%20MATTE%20INK%2F2%2E%20A%2B%20CONTENT%2F41554496932%20HEROINE&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,MAYBELLINE,41554496918,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink Lover,,15,Lover,Labial Liquido ,"¡Con los labiales Super Stay Matte Ink, de Maybelline, mostrá actitud en tus labios! Color Matte intenso, que se fija en tus labios hasta por 16 horas.","Apto para todo tipo de piel.Larga duración.Ultra cobertura, no se transfiere.","Paso 1: Aplicate el labial líquido desde el centro del labio superior hacia los extremos, siguiendo el contorno de la boca. 
Paso 2: Aplicalo por todo el labio inferior.
Paso 3: Deja reposar durante unos minutos para el acabado matte.",Todo tipo de piel,Día y Noche,Matte,No,41554080407; 41554583861; 3600531578282; 41554583908; 3600531578305; 41554583915; 3600531578268; 41554071047; 41554070989,"Maybelline; Meibelin; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate, labial supestay matte ink, labial matte ink, labial mateink, labial mate ink, labial mate; Maquillaje",5.0,ml,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?ga=1&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FMAYBELLINE%2FLABIOS%2FSUPERSTAY%2FSUPERSTAY%20MATTE%20INK%2FSUPERSTAY%20MATTE%20INK%2F2%2E%20A%2B%20CONTENT%2F41554496918%20LOVER&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,MAYBELLINE,7509552919387,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink Music Collection Amazonian,,,Amazonian,Labial Liquido ,"Labial líquido matte altamente pigmentado que dura hasta 16 horas, ahora celebrando la fusión del labial número uno de Argentina con la música.  Su aplicador en forma de flecha te permitirá delinear tus labios con mayor precisión. Además, son intransferibles, para que solo te preocupes por lucir unos labios mate y bailar al ritmo de la música.","•Labial matte de larga duración 
•Tonos con gran pigmentación 
•Hasta 16 hrs de duración, sin transferencias 
•Aplicador con punta fina, para una aplicación súper precisa","Paso 1. Aplica el labial líquido en el centro del labio superior, siguiendo el contorno natural.

Paso 2. Desliza el labial líquido por todo el labio inferior.",Todo tipo de piel,Día y Noche,Matte,No,7509552919417; 7509552919424; 7509552919394; 7509552919370; 7509552919400; 7509552919363; 7509552919356; 7790033322608; 7790033322615; 7790033322622; 7790033322639; 7790033322646; 7790033322653; 41554071863,"Maybelline; Meibelin; maquillaje; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate; labial supestay matte ink; labial matte ink; labial mateink; labial mate ink; labial mate; labial nude; nuevo labial maybelline; labial tini; labios mate; labios matte; labial tini; labiales tini; maquillaje tini; tini maquillaje; superstay; super stay labial; Maquillaje",5.0,ml,
MAKE UP ,MAYBELLINE,7509552919400,Super Stay,Matte Ink,LABIOS,Labial Liquido Maybelline Super Stay Matte Ink Music Collection Artist,,,Artist,Labial Liquido ,"Labial líquido matte altamente pigmentado que dura hasta 16 horas, ahora celebrando la fusión del labial número uno de Argentina con la música.  Su aplicador en forma de flecha te permitirá delinear tus labios con mayor precisión. Además, son intransferibles, para que solo te preocupes por lucir unos labios mate y bailar al ritmo de la música.","•Labial matte de larga duración 
•Tonos con gran pigmentación 
•Hasta 16 hrs de duración, sin transferencias 
•Aplicador con punta fina, para una aplicación súper precisa","Paso 1. Aplica el labial líquido en el centro del labio superior, siguiendo el contorno natural.

Paso 2. Desliza el labial líquido por todo el labio inferior.",Todo tipo de piel,Día y Noche,Matte,No,7509552919417; 7509552919424; 7509552919394; 7509552919370; 7509552919363; 7509552919356; 7509552919387; 7790033322608; 7790033322615; 7790033322622; 7790033322639; 7790033322646; 7790033322653; 41554071863,"Maybelline; Meibelin; maquillaje; maybeline; Labial; pinta labios; rouge; gloss; lipgloss; lipstain; lipstains; lipcolour; lipstick; lipsticks; labios rojos; labios Fuertes; labios matte, labios mate; labios larga duracion; labial larga duracion; labial mate; labial supestay matte ink; labial matte ink; labial mateink; labial mate ink; labial mate; labial nude; nuevo labial maybelline; labial tini; labios mate; labios matte; labial tini; labiales tini; maquillaje tini; tini maquillaje; superstay; super stay labial; Maquillaje",5.0,ml,
