TIPO,CATEGORIA,SUBCATEGORIA (Español),FAMILIA (Español),Nombre del Producto en Inglés (CALIDAD),Nombre del Producto en Español,Descripción MKT,Características,Cod SAP local,EAN ,Merch Code,Tono,Status 2023
Revlon Cosmetics,Maquillaje para OJOS,Sombras para Ojos,ColorStay, ColorStay Créme Eye Shadow,Sombra en Crema para Ojos,"Sombra para parpados en crema, con alto pigmento de color y de larga duración. Con pincel incorporado para facilitar su aplicación. Es a prueba de agua y dura hasta por 24 horas.","Sombra en crema
Larga duración
A prueba de agua
Con cepillo aplicador incluido",7246582004,309970101411,705,Creme Brulee,Regular
Revlon Cosmetics,Maquillaje para OJOS,Sombras para Ojos,ColorStay, ColorStay Créme Eye Shadow,Sombra en Crema para Ojos,"Sombra para parpados en crema, con alto pigmento de color y de larga duración. Con pincel incorporado para facilitar su aplicación. Es a prueba de agua y dura hasta por 24 horas.","Sombra en crema
Larga duración
A prueba de agua
Con cepillo aplicador incluido",7246582005,309970101428,710,Caramel,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Age Defying,Revlon Age Defying 3X Foundation,Base de Maquillaje,"Base con tecnología de Triple-Escudo que ofrece los beneficios preventivos  para la edad de una crema hidratante, un suero suavizante y un primer radiante en una formula potente. FPS 20","Base  con multi-beneficios afirma, levanta, hidrata y cubre
FPS 20
",7246226020,309970048624,020,Tender Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Age Defying,Revlon Age Defying 3X Foundation,Base de Maquillaje,"Base con tecnología de Triple-Escudo que ofrece los beneficios preventivos  para la edad de una crema hidratante, un suero suavizante y un primer radiante en una formula potente. FPS 20","Base  con multi-beneficios afirma, levanta, hidrata y cubre
FPS 20
",7246226030,309970048617,030,Soft Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Age Defying,Revlon Age Defying 3X Foundation,Base de Maquillaje,"Base con tecnología de Triple-Escudo que ofrece los beneficios preventivos  para la edad de una crema hidratante, un suero suavizante y un primer radiante en una formula potente. FPS 20","Base  con multi-beneficios afirma, levanta, hidrata y cubre
FPS 20
",7246226040,309970048600,040,Medium Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Age Defying,Revlon Age Defying 3X Foundation,Base de Maquillaje,"Base con tecnología de Triple-Escudo que ofrece los beneficios preventivos  para la edad de una crema hidratante, un suero suavizante y un primer radiante en una formula potente. FPS 20","Base  con multi-beneficios afirma, levanta, hidrata y cubre
FPS 20
",7246226050,309970048594,050,Honey Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay, ColorStay Full Cover Foundation,Base de Maquillaje,"ColorStay Full Cover ™ Foundation para un acabado mate de cobertura total. Dura hasta 24 horas. El uso cómodo que se mueve con tu piel, no se apelmaza ni pesa. Fácil de aplicar y combina a la perfección.","• Cobertura completa mate que no se siente pesada
• Dura hasta 24 horas.
• Packaging en tubo que permite una aplicación más fácil y ""On The Go""",7259114007,309970107970,240,Medium Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay, ColorStay Full Cover Foundation,Base de Maquillaje,"ColorStay Full Cover ™ Foundation para un acabado mate de cobertura total. Dura hasta 24 horas. El uso cómodo que se mueve con tu piel, no se apelmaza ni pesa. Fácil de aplicar y combina a la perfección.","• Cobertura completa mate que no se siente pesada
• Dura hasta 24 horas.
• Packaging en tubo que permite una aplicación más fácil y ""On The Go""",7259114010,309970108007,330,Natural Tan,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay, ColorStay Full Cover Foundation,Base de Maquillaje,"ColorStay Full Cover ™ Foundation para un acabado mate de cobertura total. Dura hasta 24 horas. El uso cómodo que se mueve con tu piel, no se apelmaza ni pesa. Fácil de aplicar y combina a la perfección.","• Cobertura completa mate que no se siente pesada
• Dura hasta 24 horas.
• Packaging en tubo que permite una aplicación más fácil y ""On The Go""",7259114004,309970107949,210,Sand Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay, ColorStay Full Cover Foundation,Base de Maquillaje,"ColorStay Full Cover ™ Foundation para un acabado mate de cobertura total. Dura hasta 24 horas. El uso cómodo que se mueve con tu piel, no se apelmaza ni pesa. Fácil de aplicar y combina a la perfección.","• Cobertura completa mate que no se siente pesada
• Dura hasta 24 horas.
• Packaging en tubo que permite una aplicación más fácil y ""On The Go""",7259114009,309970107994,320,True Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 15. Su fórmula tiene acido salicílico.  Impecable cobertura semi mate graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel mixta o grasa. Ayuda a controlar el sudor y el brillo del rostro. 

Libre de aceite, sin ftalatos","COMBINATION /OILY SKIN 
Para pieles mixtas a grasas

• Nutre la piel con Vitamina E y antioxidantes.
• Su fórmula ayuda a controlar la oleosidad de la piel.
• Deja la piel lisa, suave, mate hasta por 24 horas. Minimiza la apariencia de imperfecciones y poros.
• Fórmula sin aceite
• FPS 15
• Resultado: deja un aspecto mate, con apariencia fresca y sensación liviana hasta por 24 horas. No deja sensación oleosa ni sequedad en la piel.
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.
",7266432003,309974700030,180,Sand Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 15. Su fórmula tiene acido salicílico.  Impecable cobertura semi mate graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel mixta o grasa. Ayuda a controlar el sudor y el brillo del rostro. 

Libre de aceite, sin ftalatos","COMBINATION /OILY SKIN 
Para pieles mixtas a grasas

• Nutre la piel con Vitamina E y antioxidantes.
• Su fórmula ayuda a controlar la oleosidad de la piel.
• Deja la piel lisa, suave, mate hasta por 24 horas. Minimiza la apariencia de imperfecciones y poros.
• Fórmula sin aceite
• FPS 15
• Resultado: deja un aspecto mate, con apariencia fresca y sensación liviana hasta por 24 horas. No deja sensación oleosa ni sequedad en la piel.
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.
",7266432005,309974700054,220,Natural Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 15. Su fórmula tiene acido salicílico.  Impecable cobertura semi mate graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel mixta o grasa. Ayuda a controlar el sudor y el brillo del rostro. 

Libre de aceite, sin ftalatos","COMBINATION /OILY SKIN 
Para pieles mixtas a grasas

• Nutre la piel con Vitamina E y antioxidantes.
• Su fórmula ayuda a controlar la oleosidad de la piel.
• Deja la piel lisa, suave, mate hasta por 24 horas. Minimiza la apariencia de imperfecciones y poros.
• Fórmula sin aceite
• FPS 15
• Resultado: deja un aspecto mate, con apariencia fresca y sensación liviana hasta por 24 horas. No deja sensación oleosa ni sequedad en la piel.
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.
",7266432006,309974700061,240,Medium Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 15. Su fórmula tiene acido salicílico.  Impecable cobertura semi mate graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel mixta o grasa. Ayuda a controlar el sudor y el brillo del rostro. 

Libre de aceite, sin ftalatos","COMBINATION /OILY SKIN 
Para pieles mixtas a grasas

• Nutre la piel con Vitamina E y antioxidantes.
• Su fórmula ayuda a controlar la oleosidad de la piel.
• Deja la piel lisa, suave, mate hasta por 24 horas. Minimiza la apariencia de imperfecciones y poros.
• Fórmula sin aceite
• FPS 15
• Resultado: deja un aspecto mate, con apariencia fresca y sensación liviana hasta por 24 horas. No deja sensación oleosa ni sequedad en la piel.
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.
",7266432010,309974700108,320,True Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 15. Su fórmula tiene acido salicílico.  Impecable cobertura semi mate graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel mixta o grasa. Ayuda a controlar el sudor y el brillo del rostro. 

Libre de aceite, sin ftalatos","COMBINATION /OILY SKIN 
Para pieles mixtas a grasas

• Nutre la piel con Vitamina E y antioxidantes.
• Su fórmula ayuda a controlar la oleosidad de la piel.
• Deja la piel lisa, suave, mate hasta por 24 horas. Minimiza la apariencia de imperfecciones y poros.
• Fórmula sin aceite
• FPS 15
• Resultado: deja un aspecto mate, con apariencia fresca y sensación liviana hasta por 24 horas. No deja sensación oleosa ni sequedad en la piel.
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.
",7266432013,309974700139,350,Rich Tan,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 20. Contiene acido hialuronico. Impecable cobertura natural graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel normal o seca. Equilibra la humectación para un acabado natural que dura todo el día.","NORMAL/DRY SKIN 
Para pieles normales a secas

• Formulado con ácido hialurónico de nivel activo
• Aumenta la hidratación natural de tu piel.
• Hidratación en la piel hasta por 24 horas.
• Resultado: deja tu piel suave y natural.
• FPS 20
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.",7266433003,309974677035,180,Sand Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 20. Contiene acido hialuronico. Impecable cobertura natural graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel normal o seca. Equilibra la humectación para un acabado natural que dura todo el día.","NORMAL/DRY SKIN 
Para pieles normales a secas

• Formulado con ácido hialurónico de nivel activo
• Aumenta la hidratación natural de tu piel.
• Hidratación en la piel hasta por 24 horas.
• Resultado: deja tu piel suave y natural.
• FPS 20
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.",7266433005,309974677059,220,Natural Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 20. Contiene acido hialuronico. Impecable cobertura natural graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel normal o seca. Equilibra la humectación para un acabado natural que dura todo el día.","NORMAL/DRY SKIN 
Para pieles normales a secas

• Formulado con ácido hialurónico de nivel activo
• Aumenta la hidratación natural de tu piel.
• Hidratación en la piel hasta por 24 horas.
• Resultado: deja tu piel suave y natural.
• FPS 20
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.",7266433006,309974677066,240,Medium Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 20. Contiene acido hialuronico. Impecable cobertura natural graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel normal o seca. Equilibra la humectación para un acabado natural que dura todo el día.","NORMAL/DRY SKIN 
Para pieles normales a secas

• Formulado con ácido hialurónico de nivel activo
• Aumenta la hidratación natural de tu piel.
• Hidratación en la piel hasta por 24 horas.
• Resultado: deja tu piel suave y natural.
• FPS 20
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.",7266433008,309974677080,320,True Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay,Revlon Colorstay Longwear Makeup  ,Base de Maquillaje de Larga Duración,"La base de maquillaje preferida en Estados Unidos,  con un acabado  prolijo y factor de protección solar 20. Contiene acido hialuronico. Impecable cobertura natural graduable que dura hasta por 24 horas. Fórmula que provee una sensación liviana y cómoda especialmente creada para una piel normal o seca. Equilibra la humectación para un acabado natural que dura todo el día.","NORMAL/DRY SKIN 
Para pieles normales a secas

• Formulado con ácido hialurónico de nivel activo
• Aumenta la hidratación natural de tu piel.
• Hidratación en la piel hasta por 24 horas.
• Resultado: deja tu piel suave y natural.
• FPS 20
• Disponible en 5 tonos.

Modo de uso
1.  Agitá el producto.
2. Aplicá en una sola área desvaneciendo rápidamente.
3. Para retirarlo, hacelo con un limpiador facial.",7266433009,309974677097,330,Natural Tan,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Photoready,PhotoReady Candid Anti-Pollution Foundation,Base de Maquillaje ,"Base de maquillaje de cobertura perfecta. Acabado natural gracias a su fórmula exclusiva.
Contiene: Ingredientes antioxidantes, anti-agentes contaminantes del ambiente y anti Luz azul, extracto de Aloe Vera, Vitamina C y Vitamina E. 
No tiene: Parabenos, ftalatos, fragancias ni aceites artificiales.","Cobertura Perfecta
Acabado natural
Fórmula exclusiva
Pertenece a la colecciónPhotoReady CANDID™ COLLECTION",7253534011,309978992110,270,Medium Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Photoready,PhotoReady Candid Anti-Pollution Foundation,Base de Maquillaje ,"Base de maquillaje de cobertura perfecta. Acabado natural gracias a su fórmula exclusiva.
Contiene: Ingredientes antioxidantes, anti-agentes contaminantes del ambiente y anti Luz azul, extracto de Aloe Vera, Vitamina C y Vitamina E. 
No tiene: Parabenos, ftalatos, fragancias ni aceites artificiales.","Cobertura Perfecta
Acabado natural
Fórmula exclusiva
Pertenece a la colecciónPhotoReady CANDID™ COLLECTION",7253534017,309970007027,340,True Beige,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Bronzer,Skinlights, Skinlights Bronzer,Polvo Bronceador para Rostro,"Polvo bronceador para rostro que contiene pigmentos súper refinados para un lograr brillo veraniego de aspecto natural con un acabado semi-mate. Su fórmula contiene Aceite de Maíz, extracto de Rosa Silvestre y extracto de Ginkgo Biloba. Incluye esponja y espejo para facilitar su uso en cualquier lugar.
Tip de uso: 1) Se puede usar solo o sobre la base de maquillaje 2) Deslizá la brocha aplicadora en el polvo y retirá el exceso 3) Aplicá y disfruta de tu look veraniego","Polvo bronceador
Aspecto Natural
Fórmula con Aceite de Maíz, extracto de Rosa Silvestre y extracto de Ginkgo Biloba
Incluye espejo y esponja",7256237001,309970066215,002,Cannes,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Bronzer,Skinlights, Skinlights Prismatic Bronzer,Bronceador Nacarado,Textura suave y sedosa. Pigmentos bronceadores de efecto cristal. Efecto bronceado natural y brillante. Contiene: Glicerina y Extracto de Algas rojas. Fórmula libre de Fragancias y Parabenos.,Textura suave y sedosa con pigmentos que se funden fácilmente con la piel.,7256198010,309970093303,110,Sunlit Glow,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Bronzer,Skinlights, Skinlights Prismatic Bronzer,Bronceador Nacarado,Textura suave y sedosa. Pigmentos bronceadores de efecto cristal. Efecto bronceado natural y brillante. Contiene: Glicerina y Extracto de Algas rojas. Fórmula libre de Fragancias y Parabenos.,Textura suave y sedosa con pigmentos que se funden fácilmente con la piel.,7256198030,309970093310,120,Gilded Glimmer,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay, ColorStay Concealer,Corrector para Rostro,Nuestro corrector ColorStay™ posee la nueva tecnología Time-Release que cubre las imperfecciones y logra una piel equilibrada y fresca hasta 24 horas.,"• Cubre las imperfecciones, las marcas y las manchas oscuras
• Cobertura total e indetectable 
• Tecnología Time-Release para lucir impecable
• Disponible en tres tonos",7243071002,309970122386,015,Light ,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay, ColorStay Concealer,Corrector para Rostro,Nuestro corrector ColorStay™ posee la nueva tecnología Time-Release que cubre las imperfecciones y logra una piel equilibrada y fresca hasta 24 horas.,"• Cubre las imperfecciones, las marcas y las manchas oscuras
• Cobertura total e indetectable 
• Tecnología Time-Release para lucir impecable
• Disponible en tres tonos",7243071003,309970122379,030,Light Medium,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay, ColorStay Concealer,Corrector para Rostro,Nuestro corrector ColorStay™ posee la nueva tecnología Time-Release que cubre las imperfecciones y logra una piel equilibrada y fresca hasta 24 horas.,"• Cubre las imperfecciones, las marcas y las manchas oscuras
• Cobertura total e indetectable 
• Tecnología Time-Release para lucir impecable
• Disponible en tres tonos",7243071004,309970122362,040,Medium,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Iluminador,Skinlights, Skinlights Prismatic Highlighter,Iluminador Nacarado,Suave como la seda. Pigmentos de cristal. Acabado translúcido y pigmentación regulable. Contiene: Glicerina y Extracto de Algas rojas.  Fórmula libre de Fragancias y Parabenos.,Textura suave y sedosa con pigmentos que se funden fácilmente con la piel.,7256197001,309970093297,201,Daybreak Glimmer,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Iluminador,Skinlights, Skinlights Prismatic Highlighter,Iluminador Nacarado,Suave como la seda. Pigmentos de cristal. Acabado translúcido y pigmentación regulable. Contiene: Glicerina y Extracto de Algas rojas.  Fórmula libre de Fragancias y Parabenos.,Textura suave y sedosa con pigmentos que se funden fácilmente con la piel.,7256197003,309970093839,203,Gilded Dawn,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Polvo Compacto,ColorStay, ColorStay Pressed Powder,Polvo Compacto para Rostro,"La fórmula exclusiva de ColorStay™ logra una textura ultra fina y liviana que ayuda a controlar el brillo y crear un acabado suave y sedoso que dura hasta 16 horas sobre la base de maquillaje. Este polvo es liviano y cómodo, no se seca ni endurece en el rostro.","• Sin aceite, no irrita y no obstruye los poros
• Acabado suave y sedoso sobre la base de maquillaje, el corrector o la piel
• Ideal para el uso con ColorStay™ Makeup
• Disponible en tres tonos",7257026820,309976047027,820,Light,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Polvo Compacto,ColorStay, ColorStay Pressed Powder,Polvo Compacto para Rostro,"La fórmula exclusiva de ColorStay™ logra una textura ultra fina y liviana que ayuda a controlar el brillo y crear un acabado suave y sedoso que dura hasta 16 horas sobre la base de maquillaje. Este polvo es liviano y cómodo, no se seca ni endurece en el rostro.","• Sin aceite, no irrita y no obstruye los poros
• Acabado suave y sedoso sobre la base de maquillaje, el corrector o la piel
• Ideal para el uso con ColorStay™ Makeup
• Disponible en tres tonos",7257026830,309976047034,830,Light/Medium,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Polvo Compacto,ColorStay, ColorStay Pressed Powder,Polvo Compacto para Rostro,"La fórmula exclusiva de ColorStay™ logra una textura ultra fina y liviana que ayuda a controlar el brillo y crear un acabado suave y sedoso que dura hasta 16 horas sobre la base de maquillaje. Este polvo es liviano y cómodo, no se seca ni endurece en el rostro.","• Sin aceite, no irrita y no obstruye los poros
• Acabado suave y sedoso sobre la base de maquillaje, el corrector o la piel
• Ideal para el uso con ColorStay™ Makeup
• Disponible en tres tonos",7257026840,309976047041,840,Medium,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Pre Base,Photoready,PhotoReady Prime Plus Mattifying + Pore Reducing Primer,Maquillaje + Pre Base Matificador + Reductor de Poros,"¿Para quién? Cutis graso y poros abiertos. ¿Qué contiene? Extracto de Manzana, Extracto de Alcaucil, Extracto de Sandía, Vitamina E, Complejo con Ácido Salicílico, Ácido Láctico y Pantenol. Efecto instantáneo: Matifica, ayuda a reducir los poros abiertos y controla el brillo. Fórmula libre de Parabenos, Colorantes Artificiales, Sulfatos y Ftalatos. Textura ligera y acuosa.",Preparadores con fórmula multi beneficio que contienen poderosos ingredientes que protegen y mejoran el aspecto de la piel inmediatamente. ¡Su efecto dura hasta por 8 horas! Su fórmula contiene Ácido Salicílico y Vitamina B5.,7262700000,309970193935,003,Tono único,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Pre Base,Photoready,PhotoReady Prime Plus Brightening + Skin-Tone Evening Makeup + Skincare Primer,Maquillaje + Pre-base - Iluminador + Unificador de tono,"• Para piel opaca y sin tono de piel uniforme
• Ilumina ligeramente el rostro y unifica el tono de la piel.
• Textura ligera y humectante para una sensación liviana en la piel y una apariencia sutilmente luminosa.
• Ayuda a unificar el tono de la piel.","• Contiene Extracto de Limón, Sandía, Vitaminas C y E, Acido Láctico, Antioxidantes y Glicerina.
• Absorción rápida
• Sensación liviana en la piel",7262688000,309970193928,001,Tono único,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Pre Base,Photoready,PhotoReady Prime Plus Perfecting + Smoothing Primer,Maquillaje + Pre Base Iluminador + Unificador de Tono,"¿Para quién? Para piel opaca, con manchas de sol y sin tono de piel uniforme. ¿Qué contiene? Extracto de Limón, Extracto de Sandía, Vitaminas E y C, Ácido Láctico, Antioxidantes y Glicerina. Efecto instantáneo: Ilumina ligeramente el rostro y unifica el tono de la piel. Fórmula libre de Parabenos, Colorantes Artificiales, Sulfatos y Ftalatos. Textura ligera e hidratante con leve aroma a limón.",Preparadores con fórmula multi beneficio que contienen poderosos ingredientes que protegen y mejoran el aspecto de la piel inmediatamente. ¡Su efecto dura hasta por 8 horas! Su fórmula contiene Vitamina C y Ácido Láctico.,7256269000,309970093648,002,Tono único,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Rubor,Revlon,Revlon Powder Blush,Rubor en Polvo para Mejillas,Rubor en polvo con textura sedosa que logra un suave acabado satinado o mate,"• Brinda un toque de color natural a las mejillas 
• Destaca los pómulos al instante
• Color graduable",7266094016,309974784061,006,Naughty Nude,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Rubor,Revlon,Revlon Powder Blush,Rubor en Polvo para Mejillas,Rubor en polvo con textura sedosa que logra un suave acabado satinado o mate,"• Brinda un toque de color natural a las mejillas 
• Destaca los pómulos al instante
• Color graduable",7266094015,309974784030,003,Mauvelous,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Rubor,Revlon,Revlon Powder Blush,Rubor en Polvo para Mejillas,Rubor en polvo con textura sedosa que logra un suave acabado satinado o mate,"• Brinda un toque de color natural a las mejillas 
• Destaca los pómulos al instante
• Color graduable",7266094017,309974784146,014,Tickled Pink ,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Rubor,Revlon,Revlon Powder Blush,Rubor en Polvo para Mejillas,Rubor en polvo con textura sedosa que logra un suave acabado satinado o mate,"• Brinda un toque de color natural a las mejillas 
• Destaca los pómulos al instante
• Color graduable",7266094019,309974784184,020,Ravishing Rose,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Rubor,Revlon,Revlon Powder Blush,Rubor en Polvo para Mejillas,"Los pigmentos de color real crean un aspecto fresco y definido (también conocido como pómulos increíbles.
Fórmulas suaves de rubor en polvo que puedes aumentar en intensidad, para que te sonrojes exactamente como quieres.
","• Brinda un toque de color natural a las mejillas. 
• Destaca los pómulos al instante.
• Color graduable.
",7266094018,309974784160,4,Rosy Rendezvous,Regular
Revlon Cosmetics,Maquillaje para OJOS,Máscara para Pestañas,So Fierce!, So Fierce! Big Bad Lash,Máscara para Pestañas,"¡Su cepillo de doble cara transforma las pestañas de largas a extremas! Lucí una mirada única con esta nueva máscara para pestañas. Fórmula cremosa para un volumen extremo y durable. Sin grumos, no se corre ni mancha. ","•	Efecto tinta
•	Volumen extremo
•	Hasta 24 horas de duración
•	Los aceites de su fórmula mantienen las pestañas suaves y flexibles
•	Versión resistente al agua

Tip de aplicación: Usá el lado curvo hasta lograr el volumen deseado. Volteá el cepillo al lado plano para cepillar y lograr un efecto de extensión de pestañas, desde la raíz hasta la punta.",7262930001,309970126483,762,Blackest Black WP,Regular
Revlon Cosmetics,Maquillaje para OJOS,Máscara para Pestañas,So Fierce!, So Fierce! Big Bad Lash,Máscara para Pestañas,"¡Su cepillo de doble cara transforma las pestañas de largas a extremas! Lucí una mirada única con esta nueva máscara para pestañas. Fórmula cremosa para un volumen extremo y durable. Sin grumos, no se corre ni mancha. ","•	Efecto tinta
•	Volumen extremo
•	Hasta 24 horas de duración
•	Los aceites de su fórmula mantienen las pestañas suaves y flexibles

Tip de aplicación: Usá el lado curvo hasta lograr el volumen deseado. Volteá el cepillo al lado plano para cepillar y lograr un efecto de extensión de pestañas, desde la raíz hasta la punta.",7262931002,309970126476,760,Blackest Black,Regular
Revlon Cosmetics,Maquillaje para OJOS,Sombras para Ojos,ColorStay, ColorStay Looks Book Palette,Paleta de sombras,"Sentite una rockera con la moderna paleta ROCKER de tonos nocturos. Formula altamente pigmentada con variedad de colores que te llevan a mostrar una personalidad audaz. El tono “rocker” se suma a la familia con un estilo vanguardista y tonos dramáticos, perfectos para lograr un makeup tanto de día como noche. ","  Tonos altamente pigmentados.
Color intenso en una sola pasada.
Paleta que incluye 8 tonos.
 Dura hasta por 24hs",7257024006,309970086633,960,Rocker,Regular
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Cejas,ColorStay, ColorStay Brow Fiber Filler,Delineador para Cejas en Gel,¡Lográ un look en tus cejas con más volumen al instante! Contiene un aplicador dual de precisión que resalta tus cejas de manera natural. ¡Conseguí cejas perfectas! ,"•	A prueba de agua
•	Rellena, da volumen y fija el color
•	No se corre.

Tip de aplicación: Con pequeños movimientos hacia arriba usá el aplicador 2 en 1 para aplicar la fórmula en la dirección del crecimiento del vello para crear la forma de la ceja deseada. 
",7256203002,309970050559,303,Medium Brown,Regular
