Fase,Marca,Nombre del producto,Titulo optimizado,EAN,Descripción,Beneficio (bullets),Modo de uso,Composición,Ingredientes,Tipo de cabello,Presentacion,Palabras Clave
Fase 3,KLORANE,Crema Reparadora Tamanu Bio,Crema Sublimadora After Sun Klorane Polysianes 200ml,7799075001328,"Crema sublimadora de cuerpo y rostro Compuesto por Monoi de Tahití y Tamanu BIO que nutren y aportan protección antioxidante. Repara y protege la piel frente al fotoenvejecimiento. Textura no grasa, deja la piel flexible y satinada. ","- Sublima y prolonga el bronceado.
- Nutre, repara y protege la piel frente al fotoenvejecimiento gracias a su acción antioxidante.
- Textura nutritiva no grasa.
- Efecto de piel bronceada e irisada de inmediato.
- Su envase utiliza un 77% menos de plástico. ","Aplicar luego de la exposición Solar, todas las veces que sea necesario.","Compuesto por: Monoi de Tahití y Tamanu BIO (Hidratante y Reparador),  Aceite de Coco, Glicerina Vegetal y Escualeno Vegetal (Sistema fotoprotector), Nácares Sublimadores (Efecto iluminador).",WATER (AQUA). GLYCERIN. SQUALANE. COCOS NUCIFERA (COCONUT) OIL (COCOS NUCIFERA OIL). CAPRYLIC/CAPRIC TRIGLYCERIDE. DICAPRYLYL CARBONATE. SILICA. POLYACRYLATE-13. CALOPHYLLUM INOPHYLLUMSEED OIL. GARDENIA TAITENSIS FLOWER. BENZOIC ACID. CAPRYLYL GLYCOL. FRAGRANCE (PARFUM). GLYCERYL STEARATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). IRON OXIDES (CI 77491). MICA. PEG-100 STEARATE. POLYISOBUTENE. POLYSORBATE 20. SODIUM HYDROXIDE. SORBITAN ISOSTEARATE. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL ACETATE,,200 ml,*Crema reparadora *nutrición *Post solar *antioxidante *hidratante *Fotoenvejecimiento *Piel bronceada *Iluminación *Brillo *Piel fresca *Tamanu bio *Monoi
Fase 3,KLORANE,SPRAY SUBLIMADOR SPF50 200ML (CUERPO),Spray Solar Sublime Klorane Polysianes SPF 50+ 200ml,7799075001335,"Protección solar sensorial SPF 50 y eco-responsable para el cuerpo. Posee una textura ultraligera, no grasa. Compuesto por Monoi de Tahití y Tamanu BIO que nutren, aportan protección antioxidante y reparan la piel durante la exposición solar. ","- Resistente al agua.
- Protege eficazmente de la radiación UV.
- Textura fluida , fresca e hidratante. 
- Efecto piel satinada. ","Antes de toda exposición solar, aplicar en cantidad
suficiente sobre rostro y/o cuerpo. Renovar
frecuentemente la aplicación para mantener la protección.","Compuesto por: Monoi de Tahití y Tamanu BIO (Hidratante y Reparador), Tinosorb M Tinosorb S UVAsorb HEB Parsol 1789 (Sistema fotoprotector), Fase Emoliente (Nutre y evita la deshidratación)",,,200 ml,*Spray sublimador *After sun * *Rostro *Cuerpo *Bronceado *Nutre *Protege *Repara *Bloqueador solar *Protector solar *UV *UVB *FPS *50 FPS
Fase 3,KLORANE,Spray Camomila,Spray Aclarante Klorane Camomila 100ml,7799075002264,"Spray aclarante que facilita el desenredo y aporta luminosida. Aclara el cabello de manera progresiva y natural. Se puede utilizar a partir de los 3 años, ideal para toda la familia.","-Aclarado progresivo y natural
-Facilita el desenredo
-Aporta luminosidad
-Para toda la familia, alta tolerancia pediátrica
-Niños a partir de los 3 años","Utilizar en cabello seco y/o húmedo.
Se puede utilizar de varias formas:
En todo el cabello para dar luminosidad, sobre los largos o 
en algunas mechas para lograr un efecto iluminador suave.","Extracto de Camomila (Alto contenido de apigenina, un pigmento amarillo con el poder de aclarar), Agentes de peinado (Desenredo y suavidad)",WATER (AQUA)*. PENTYLENE GLYCOL*. OLETH-10. GLYCERIN*. CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT (CHAMOMILLA RECUTITA FLOWER EXTRACT)*. VINEGAR (ACETUM)*. BEHENAMIDOPROPYL DIMETHYLAMINE*. CRAMBE ABYSSINICA SEED OIL*. FRAGRANCE (PARFUM). POLYQUATERNIUM-10. TOCOPHEROL,,100 ml,*Spray *Cabello *Pelo *Rubio *Natural *Volumen *Brillo *Suave *Natural *Reflejo dorado *Realza *Aclarante *Castaño
Fase 3,KLORANE,Acondicionador Cupuacu BIO,Acondicionador Nutritivo Klorane Cupuacu Bio 200ml,7799075001281,Acondicionador nutritivo para cabellos muy secos y dañados. Repara la fibra capilar y desenreda. ,"- 96%  ingredientes de origen  natural.
- Nutre y repara la fibra capilar 
- Protege al cabello de su deshidratación y
de las agresiones externas
-Apto Vegano: sin ingredientes de origen animal.
-Fórmula biodegradable.
- Tubo 50% reciclado","Aplicar en el cabello escurrido, dejar actuar unos minutos. Peinar y enjuagar.","Manteca de Cupuaçu (Repara la fibra. Nutre), Complejo de emolientes (aceite de coco) (Nutre en profundidad), Glicerina vegetal (Hidrata el cuero cabelludo), Agente de peinado y acondicionador (Desenreda, suaviza y evita la estática)","WATER (AQUA)*. GLYCOL PALMITATE*. CAPRYLIC/CAPRIC TRIGLYCERIDE*. COCOS NUCIFERA (COCONUT) OIL (COCOS NUCIFERA OIL)*. BEHENAMIDOPROPYL DIMETHYLAMINE*. CETEARYL ALCOHOL*. BEHENYL ALCOHOL*. GLYCERIN*. DICAPRYLYL CARBONATE*. BETAINE*. THEOBROMA GRANDIFLORUM SEED BUTTER*. 1,2-HEXANEDIOL. HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL)*. TOCOPHEROL*. BENZOIC ACID. CARAMEL*. CETEARYL GLUCOSIDE*. FRAGRANCE (PARFUM). GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE. LACTIC ACID*

96 % de ingredientes naturales",,200 ml,*Bálsamo *Cabello *Pelo *Muy seco *Seco *Dañado *Flexibilidad *Suavidad *Nutre *Repara *Hidrata *Protege *Resistente *Acondicionador *Post shampoo *Refuerza *Fibra capilar *Desenreda
Fase 3,KLORANE,Spray Sublimador SPF 30,Spray Solar Sublime Klorane Polysianes SPF 30+ 200ml,7799075001359,"Protección solar sensorial SPF 30 y eco-responsable para el cuerpo. Compuesto por Monoi de Tahití y Tamanu BIO que nutren, aportan protección antioxidante y reparan la piel durante la exposición solar. ","-Protege eficazmente de la radiación UV
-Textura fluida , fresca e hidratante.
-Efecto piel satinada","Antes de toda exposición solar, aplicar en cantidad
suficiente sobre rostro y/o cuerpo. Renovar
frecuentemente la aplicación para mantener la protección.","Monoi de Tahití y Tamabu BIO (Hidratante y Reparador), Tinosorb M,Tinosorb S, UVAsorb HEB, Parsol 1789 (Sistema fotoprotector), Fase Emoliente (Nutre y evita la deshidratación)",WATER (AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. GLYCERIN. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. DIISOPROPYL ADIPATE. BUTYL METHOXYDIBENZOYLMETHANE. CETEARYL ISONONANOATE. LAURYL GLUCOSIDE. POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE. C10 -18 TRIGLYCERIDES. CALOPHYLLUM INOPHYLLUM SEED OIL. COCOS NUCIFERA (COCONUT) OIL (COCOS NUCIFERA OIL). GARDENIA TAITENSIS FLOWER. BENZOIC ACID. CAPRYLYL GLYCOL. CITRIC ACID. DECYL GLUCOSIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. PROPYLENE GLYCOL. SORBITAN ISOSTEARATE. TOCOPHEROL. TOCOPHERYL ACETATE. TRIBEHENIN. XANTHAN GUM,,200 ml,*Spray sublimador *After sun * *Rostro *Cuerpo *Bronceado *Nutre *Protege *Repara *Bloqueador solar *Protector solar *UV *UVB *FPS *30 FPS
Fase 3,KLORANE,Shampoo Cupuacu BIO,Shampoo Nutritivo Klorane Cupuacu Bio 400ml,7799075001304,Shampoo nutritivo para cabellos muy secos y dañados. Repara la fibra capilar. ,"- 83%  ingredientes de origen  natural
- Nutre y repara la fibra capilar 
- Protege al cabello de su deshidratación y
de las agresiones externas
-Apto Vegano: sin ingredientes de origen animal
-Fórmula biodegradable
- Frasco 100% reciclado y reciclable","Aplicar sobre el cuero cabelludo, masajear, dejar actuar 
unos minutos y enjuagar.","Manteca de Cupuaçu (Repara la fibra. Nutre), Complejo de emolientes (Nutre en profundidad), Tensioactivos suaves (Adecuados para cabello seco, respetan el ph del cuero cabelludo)
","WATER (AQUA)*. SODIUM TRIDECETH SULFATE. CAPRYLIC/CAPRIC TRIGLYCERIDE*. COCOS NUCIFERA (COCONUT) OIL (COCOS NUCIFERA OIL)*. SODIUM LAUROAMPHOACETATE. SODIUM CHLORIDE*. BEHENAMIDOPROPYL DIMETHYLAMINE*. GLYCERIN*. COCAMIDE MIPA*. CITRIC ACID*. THEOBROMA GRANDIFLORUM SEED BUTTER*. HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL)*. TOCOPHEROL*. CAPRYLYL GLYCOL. CARAMEL*. FRAGRANCE (PARFUM). HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE. RED 40 (CI 16035). SODIUM BENZOATE

83% de ingredientes naturales",Muy seco,400 ml,*Shampoo *Cabello *Pelo *Muy seco *Seco *Dañado *Flexibilidad *Suavidad *Nutre *Repara *Hidrata *Protege *Resistente
Fase 3,KLORANE,Shampoo Cupuacu BIO,Shampoo Nutritivo Klorane Cupuacu Bio 200ml,7799075001274,Shampoo nutritivo para cabellos muy secos y dañados. Repara la fibra capilar. ,"- 83%  ingredientes de origen  natural
- Nutre y repara la fibra capilar 
- Protege al cabello de su deshidratación y
de las agresiones externas
-Apto Vegano: sin ingredientes de origen animal
-Fórmula biodegradable
- Frasco 100% reciclado y reciclable","Aplicar sobre el cuero cabelludo, masajear, dejar actuar 
unos minutos y enjuagar.","Manteca de Cupuaçu (Repara la fibra. Nutre), Complejo de emolientes (Nutre en profundidad), Tensioactivos suaves (Adecuados para cabello seco, respetan el ph del cuero cabelludo)
","WATER (AQUA)*. SODIUM TRIDECETH SULFATE. CAPRYLIC/CAPRIC TRIGLYCERIDE*. COCOS NUCIFERA (COCONUT) OIL (COCOS NUCIFERA OIL)*. SODIUM LAUROAMPHOACETATE. SODIUM CHLORIDE*. BEHENAMIDOPROPYL DIMETHYLAMINE*. GLYCERIN*. COCAMIDE MIPA*. CITRIC ACID*. THEOBROMA GRANDIFLORUM SEED BUTTER*. HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL)*. TOCOPHEROL*. CAPRYLYL GLYCOL. CARAMEL*. FRAGRANCE (PARFUM). HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE. RED 40 (CI 16035). SODIUM BENZOATE

83% de ingredientes naturales",Muy seco,200 ml,*Shampoo *Cabello *Pelo *Muy seco *Seco *Dañado *Flexibilidad *Suavidad *Nutre *Repara *Hidrata *Protege *Resistente
Fase 3,KLORANE,Aceite SPF 30 ,Aceite Seco Protector Klorane Polysianes SPF 30+ 200ml,7799075001342,"Protección solar sensorial y eco-responsable para el cuerpo y cabello. Aceite seco SPF 30 de textura no grasa. Brinda un efecto piel satinada y sublima el bronceado al mismo tiempo que protege de los rayos UVA y UVB. Compuesto por Monoi de Tahití y Tamanu BIO que nutren, aportan protección antioxidante y reparan la piel durante la exposición solar. ","- Resistente al agua.
- Protege eficazmente de la radiación UV.
- Textura fluida , fresca e hidratante. 
- Efecto piel satinada. ","Antes de toda exposición solar, aplicar en cantidad suficiente sobre rostro y/o cuerpo. Renovar frecuentemente la aplicación para mantener la protección.","Monoi de Tahití y Tamabu BIO (Hidratante y Reparador), Uvasorb HEB Tinosorb S Parsol 1789 Salicilato de etilhexilo Etilhexil Triazona (Sistema fotoprotector), Fase emoliente (Nutre y evita la hidratación)",C12-15 ALKYL BENZOATE. DIISOPROPYL ADIPATE. COCO-CAPRYLATE. DICAPRYLYL CARBONATE. DIETHYLHEXYL BUTAMIDO TRIAZONE. ISODODECANE. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. BUTYL METHOXYDIBENZOYLMETHANE. ETHYLHEXYL SALICYLATE. ETHYLHEXYL TRIAZONE. FRAGRANCE (PARFUM). BIS-ETHYLHEXYL HYDROXYDIMETHOXY BENZYLMALONATE. CALOPHYLLUM INOPHYLLUM SEED OIL. COCOS NUCIFERA (COCONUT) OIL (COCOS NUCIFERA OIL). GARDENIA TAITENSIS FLOWER. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). PEG-40 HYDROGENATED CASTOR OIL. TOCOPHEROL. TOCOPHERYL ACETATE,,200 ml,*Aceite sublimador *After sun * *Rostro *Cuerpo *Bronceado *Nutre *Protege *Repara *Bloqueador solar *Protector solar *UV *UVB *FPS *30 FPS
Fase 3,KLORANE,Gel Crema Solar Sublime,Gel Crema Solar Sublime Klorane Polysianes SPF 30+ 200ml,7799075001311,Protección solar sensorial y eco-responsable para el rostro y cuerpo. Gel Crema protector SPF 30.,"-Textura no grasa y no comedogénica
-Efecto iluminador
-Resistente al agua","Antes de toda exposición solar, aplicar en cantidad suficiente sobre rostro y/o cuerpo. Renovar frecuentemente 
la aplicación para mantenerla protección.","Monoi de Tahití y Tamabu BIO (Hidratante y Reparador), Tinosorb M Tinosorb S UVAsorb HEB Parsol 1789 (Sistema fotoprotector), Fase emoliente (Nutre y evita la deshidratación) Pigmentos iluminadores y polvo absorbente",WATER (AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. DIISOPROPYL ADIPATE. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. CETEARYL ISONONANOATE. DIETHYLHEXYL BUTAMIDO TRIAZONE. GLYCERIN. BUTYL METHOXYDIBENZOYLMETHANE. POTASSIUM CETYL PHOSPHATE. SILICA. STEARYL ALCOHOL. VP/EICOSENE COPOLYMER. CALOPHYLLUM INOPHYLLUM SEED OIL. COCOS NUCIFERA (COCONUT) OIL (COCOS NUCIFERA OIL). GARDENIA TAITENSIS FLOWER. BENZOIC ACID. CAPRYLYL GLYCOL. CARBOMER. DECYL GLUCOSIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). IRON OXIDES (CI 77492) (CI 77491). MICA. POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. PROPYLENE GLYCOL. SODIUM HYDROXIDE. SORBITAN ISOSTEARATE. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL ACETATE. TRIBEHENIN. XANTHAN GUM,,200 ml,*Gel protector *Bloqueador solar *Protección solar *Rostro *Cuerpo *Nutre *Protege *Repara *Bloqueador solar *Protector solar *UV *UVB *FPS *30 FPS
Fase 3,KLORANE,Shampoo Anticaida Klorane Quinina x 100 ml,Shampoo Anticaida Klorane Quinina x 100 ml,7799075001939,Shampoo fortificante específico para el tratamiento contra la caída del cabello o para el cabello desvitalizado.,"Beneficios:
 80% ingredientes de origen natural
  Estimula el crecimiento, recupera la fuerza y el volúmen del pelo
  Apto Vegano: sin ingredientes de origen animal
  Base lavante suave sin sulfatos. 
  Fórmula biodegradable
  Apto uso para todo tipo de pelo","Aplicar sobre el cuero cabelludo, masajear, dejar 
  actuar unos minutos y enjuagar","Compuesto por: Quinina + Edelweiss BIO (Activa el crecimiento y disminuye la pérdida del cabello), Cafeína (Refuerza el anclaje del cabello.Extiende la fase de crecimiento), Biotina (Estimula la síntesis de energía), Base lavante suave, limpia sin agredir","WATER (AQUA)*. DISODIUM LAURETH SULFOSUCCINATE. PEG-120 METHYL GLUCOSE DIOLEATE. LAURYL BETAINE. LAURETH-3. MALEIC ACID. PEG-40 HYDROGENATED CASTOR OIL. CINCHONA SUCCIRUBRA BARK EXTRACT*. LEONTOPODIUM ALPINUM FLOWER/LEAF EXTRACT*. CAFFEINE. BIOTIN. NIACINAMIDE. PANTHENOL. ALCOHOL*. BLUE 1 (CI 42090). CAPRYLYL GLYCOL. CITRIC ACID*. FRAGRANCE (PARFUM). GLYCERIN*. GREEN 3 (CI 42053). PANTOLACTONE. POLYQUATERNIUM-22. POTASSIUM SORBATE. PYRIDOXINE HCL. RED 33 (CI 17200). SODIUM BENZOATE. SODIUM CHLORIDE. TOCOPHEROL. YELLOW 6 (CI 15985)

80% de ingredientes de origen natural",Frágil,100 ml,*Shampoo *Caída *Cabello *Pelo *Calvicie *Alopecia *Revitalizante *Vigoroso *Resistente *Hidratante *Suavizante *Fuerte
Fase 3,KLORANE,Serum Anticaida Klorane Quinina x 100 ml,Serum Anticaida Klorane Quinina x 100 ml,7799075001878,"Tratamiento para la caída reaccional
 Serum anticaída que fortalece el cabello, frena la caída y estimula el crecimiento.","Beneficios:
 98% ingredientes de origen natural
 Apto vegano: sin ingredientes de origen animal
 Fortalece el cabello
 Reduce la caída desde el 1er mes
 Estimula el crecimiento
 Fórmula apta para uso durante lactancia"," Aplicar 10 sprays sobre cuero cabelludo seco o húmedo 3 veces por semana. Masajear con la yema de los dedos para facilitar la penetración de los activos. 
  Resultados visibles después del 1° mes pero se recommienda un tratamiento de 3 meses. 
  1 Frasco = 3 meses de tratamiento","Compuesto por: Menthol (proporciona un alivio inmediato), Quinina (frena la caída del cabello), ORGANIC Edelweiss (estimula el crecimiento), Manganeso (estimula la microcirculación), Vitamina B (estimula la microcirculación y fortalece la fibra capilar), Cafeina (refuerza el cabello)",WATER (AQUA)*. ALCOHOL DENAT.*. GLYCERIN*. CINCHONA SUCCIRUBRA BARK EXTRACT*. LEONTOPODIUM ALPINUM FLOWER/LEAF EXTRACT*. MANGANESE PCA*. CAFFEINE. BIOTIN. NIACINAMIDE. PANTHENOL. MENTHOL. ALCOHOL*. CITRIC ACID*. FRAGRANCE (PARFUM). LIMONENE. PANTOLACTONE. PEG-40 HYDROGENATED CASTOR OIL. PPG-26-BUTETH-26. PYRIDOXINE HCL,"Frágil
Caída de cabello",100 ml,*Tratamiento Anti Caída *Cabello *Cuidado capilar *Cuidado del pelo *Fortalecedor *Serum *Quinina *Fortificante *Pelo *Hidratación *Nutrición *Pelo dañado *Reparador *Regenerador *Energizante *Crecimeinto capilar
Fase 2,KLORANE,Shampoo Purificante Klorane Cedrat x 400 ml,Shampoo Purificante Klorane Cedrat x 400 ml,7798095412411," Shampoo para cabellos con tendencia grasa. Regula el sebo y proporciona al cabello vigor, vitalidad y brillo.","Beneficios:
 86% de ingredientes de origen natural
 Apto Vegano: sin ingredientes de origen animal
 Purifica el cabello
 Regula el sebo
 Fórmula biodegradable
 Fórmula alta tolerancia
 100% reciclable y reciclado", Aplicar sobre el cabello húmedo y dar un masaje suave. Luego enjuagar. Una sola aplicación es suficiente.,Compuesto por: Pulpa de cidra (purifica y regula el sebo),WATER (AQUA)*. DISODIUM LAURETH SULFOSUCCINATE. DECYL GLUCOSIDE*. LAURYL BETAINE. CETEARETH-60 MYRISTYL GLYCOL. LACTIC ACID*. LAURETH-3. GLYCERYL LAURATE*. PENTYLENE GLYCOL*. CITRUS MEDICA VULGARIS FRUIT EXTRACT*. FRAGRANCE (PARFUM). GLUTAMIC ACID*. GLYCERIN*. HEXYL CINNAMAL. LIMONENE. MALEIC ACID. SODIUM BENZOATE. SODIUM CHLORIDE. SODIUM HYDROXIDE*. TRISODIUM ETHYLENEDIAMINE DISUCCINATE. YELLOW 5 (CI 19140),Graso,400 ml,*Shampoo *Cabello *Pelo *Graso *Seborregulador *Vigor *Brillo *Limpio
Fase 3,KLORANE,Shampoo Purificante Klorane Cedrat x 200 ml,Shampoo Purificante Klorane Cedrat x 200 ml,7798095411070," Shampoo para cabellos con tendencia grasa. Regula el sebo y proporciona al cabello vigor, vitalidad y brillo."," 86% de ingredientes de origen natural
 Apto Vegano: sin ingredientes de origen animal
 Purifica el cabello
 Regula el sebo
 Fórmula biodegradable
 Fórmula alta tolerancia
 100% reciclable y reciclado", Aplicar sobre el cabello húmedo y dar un masaje suave. Luego enjuagar. Una sola aplicación es suficiente.,Compuesto por: Pulpa de cidra (purifica y regula el sebo),WATER (AQUA)*. DISODIUM LAURETH SULFOSUCCINATE. DECYL GLUCOSIDE*. LAURYL BETAINE. CETEARETH-60 MYRISTYL GLYCOL. LACTIC ACID*. LAURETH-3. GLYCERYL LAURATE*. PENTYLENE GLYCOL*. CITRUS MEDICA VULGARIS FRUIT EXTRACT*. FRAGRANCE (PARFUM). GLUTAMIC ACID*. GLYCERIN*. HEXYL CINNAMAL. LIMONENE. MALEIC ACID. SODIUM BENZOATE. SODIUM CHLORIDE. SODIUM HYDROXIDE*. TRISODIUM ETHYLENEDIAMINE DISUCCINATE. YELLOW 5 (CI 19140),Graso,200 ml,*Shampoo *Cabello *Pelo *Graso *Seborregulador *Vigor *Brillo *Limpio
Fase 3,KLORANE,Shampoo Hidratante Klorane Leche de Almendras x 200 ml,Shampoo Hidratante Klorane Leche de Almendras x 200 ml,7798095410974," Shampoo de uso diario que aporta volumen al cabello, da cuerpo, proporciona suavidad y luminosidad."," Hidrata y refuerza la estructura del cabello
 Aporta suavidad y brillo
 Neutraliza la electricidad estática, frecuente en el caso del cabello fino."," Aplicar el shampoo sobre el cabello húmedo, dar un masaje suave y enjuagar. Un solo lavado es suficiente","Compuesto por: Extracto de almendras dulces (Nutre, da cuerpo al cabello), Lipopéptidos (Recubren el tallo piloso, aportan volumen).","WATER (AQUA), SODIUM LAURETH SULFATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) SEED EXTRACT (PRUNUS AMYGDALUS DULCIS SEED EXTRACT), PROPYLENE GLYCOL, DECYL GLUCOSIDE, LAURYL BETAINE, ACRYLATES COPOLYMER, PEG-7 GLYCERYL COCOATE, CETEARETH-60 MYRISTYL GLYCOL, CITRIC ACID, FRAGRANCE (PARFUM), GLYCOL PALMITATE, GLYCOL STEARATE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, PHENOXYETHANOL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) FRUIT EXTRACT (PRUNUS AMYGDALUS DULCIS FRUIT EXTRACT), SALICYLIC ACID, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYDROXIDE",Todo tipo,400 ml,*Shampoo *Cabello *Pelo *Delicado *Suavidad *Luminosidad *Desenreda *Suavidad *Brillo *Estática
Fase 1,KLORANE,Shampoo Seco de Avena,Shampoo Seco de Avena x 150 ml,7798095415504," Shampoo seco sin enjuague extra suave. Limpia con suavidad para devolver volumen, frescor y textura al cabello.
","- Limpia: la fórmula extra suave sin aclarado con leche de avena limpia el cuero cabelludo sin irritar la piel y elimina el exceso de sebo en 2 minutos.
- Aporta textura : con unas pocas pulverizaciones, devuelve el volumen y la textura al cabello sin necesidad de agua.
- Peina: un producto refrescante y potenciador de la belleza, nuestro Champú seco a la Leche de avena facilita la realización de cualquier peinado y favorece una fijación duradera.","Agitar el spray antes de utilizarlo. Pulverizar por secciones a 15 cm del cuero cabelludo y dejar actuar durante 2 minutos.
Cepillar bien o utilizar un secador para eliminar cualquier residuo.","Compuesto por:  Avena ( hidrata, suaviza y protege) y polvos absorventes (una mezcla exclusiva de polvos absorbentes de origen natural)",BUTANE. PROPANE. ORYZA SATIVA (RICE) STARCH (ORYZASATIVA STARCH). ISOBUTANE. ALCOHOL (ALCOHOL DENAT). ALUMINUM STARCH OCTENYLSUCCINATE. AVENA SATIVA (OAT) KERNEL OIL (AVENA SATIVA KERNEL OIL). CETRIMONIUM CHLORIDE. CYCLODEXTRIN. FRAGRANCE (PARFUM). ISOPROPYL MYRISTATE. SILICA,Todo tipo,150 ml,*Shampoo *Cabello *Pelo *Delicado *Suavidad *Shampoo seco *Volumen *Suavidad *Sin agua
Lanzamiento,KLORANE,Shampoo Seco de Avena y Ceramida Like,Shampoo Seco de Avena y Ceramida Like 150 ml,7798095415504,Shampoo seco sin enjuague extra suave. Limpia con suavidad y revitaliza todo tipo de cabello.,"- Limpia sin agua: Un shampoo seco que absorbe el exceso de sebo, la transpiración y los olores, y limpia suavemente el cuero cabelludo y el cabello recuperando su frescor como después de haber usado un shampoo con aclarado.
- Hidrata y calma: La Avena, se selecciona por su noble riqueza en hidratos de carbono, lípidos y vitaminas, así como por sus propiedades hidratantes, suavizantes y protectoras. 
- Protege la fibra capilar: protección duradera para todo tipo de cueros cabelludos y cabellos gracias a las propiedades protectoras de la Avena potenciadas por las Ceramidasᴸᴵᴷᴱ.","Agitar el champú seco antes de usarlo.
Pulverizar sección por sección a 15 cm del cuero cabelludo y dejar actuar durante 2 minutos.
Cepillar bien o utilizar un secador para eliminar los residuos.","Compuesto por:  Avena ( hidrata, suaviza y protege) y polvos absorventes (una mezcla exclusiva de polvos absorbentes de origen natural)","""BUTANE. PROPANE. ORYZA SATIVA (RICE) STARCH (ORYZA SATIVA STARCH)*. ISOBUTANE. ALCOHOL*. ZEA MAYS (CORN) STARCH (ZEA MAYS STARCH)*. AVENA SATIVA (OAT) SPROUT OIL (AVENA SATIVA SPROUT OIL)*. SODIUM DILAURAMIDOGLUTAMIDE LYSINE*. BUTYLENE GLYCOL*. CELLULOSE*. CYCLODEXTRIN*. FRAGRANCE (PARFUM). ISOPROPYL MYRISTATE*. MAGNESIUM STEARATE*. MICROCRYSTALLINE CELLULOSE*. WATER (AQUA)*
Polvos de origen 100% natural, 99% ingredientes de origen natural*""",Todo tipo,150 ml,*Shampoo *Cabello *Pelo *Delicado *Suavidad *Shampoo seco *Volumen *Suavidad *Sin agua
Lanzamiento,KLORANE,Serum Despertar Tonificante,Serum Despertar Tonificante Klorane Bleuet x 50 ml,7799075002141,"Sérum facial natural* al aciano BIO y ácido hialurónico refresca e hidrata la piel al instante.


*Formulado con un 97% de ingredientes de origen natural.","- 97% de ingredientes de origen natural
- Sin parabenos ni siliconas
- Apto vegano
- Fórmula de alta tolerancia
- Evase reciclado y reciclable","Aplicar sobre el rostro, cuello y contorno de ojos por la mañana, antes del Gel Crema de día para una piel radiante y bella.",Compuesto por: Ácido Hialurónico 100% vegetal (un reservorio natural de agua gracias a sus excepcionales propiedades higroscópicas. Esta molécula es capaz de aumentar 1000 veces su peso en agua y esparcirla dentro de la piel) y Aciano (un agua floral pura y segura con propiedades calmantes y descongestionantes.),"WATER (AQUA)*. GLYCERIN*. PROPANEDIOL*. BUTYLENE GLYCOL*. CENTAUREA CYANUS FLOWER WATER*. 1,2-HEXANEDIOL. ALCOHOL*. SODIUM DEXTRAN SULFATE. SODIUM HYALURONATE*. BETAINE*. CAPRYLYL GLYCOL. CITRIC ACID*. ETHYLHEXYLGLYCERIN. FRAGRANCE (PARFUM)*. LEONTOPODIUM ALPINUM FLOWER/LEAF EXTRACT*. POTASSIUM SORBATE. SCLEROTIUM GUM. SODIUM BENZOATE. SODIUM CITRATE*. TAPIOCA STARCH*. TOCOPHEROL

97% de ingredientes naturales",Todo tipo,50 ml,*Piel deshidratada *Serum *Hidratacion *vegano *alisa *tonifica *ilumina
